model,dataset,latent_dim,max_f1_threshold,runtime,max_f1_recall,avg_memory,max_f1_score,time_per_instance,memory_usage,ROC-AUC,score,PR-AUC,max_f1_precision,lr,max_f1_threshold_std,runtime_std,max_f1_recall_std,avg_memory_std,max_f1_score_std,time_per_instance_std,memory_usage_std,roc_auc_std,score_std,pr_auc_std,max_f1_precision_std,lr_std
DAE,covertype,1.8,2.2773679316,26.047021248,0.80811808118,52.45164,0.77700676076,0.00050861763956,52.515,0.99766467028,0.51644786044,0.8220777043,0.74915030654,0.02,0.0396465806080286,1.67859844632655,0.0621445379593727,0,0.0443826296513389,3.29994890108819e-05,0,0.0008626876767907,0.0170477067924467,0.0536093848720356,0.0366380728510754,0
DAE,covertype,1.9,2.2773679316,26.181274462,0.80811808118,52.45164,0.77700676076,0.0005220303535399,52.515,0.99766467028,0.51644786044,0.8220777043,0.74915030654,0.02,0.0396465806080286,0.582326799174435,0.0621445379593727,0,0.0443826296513389,7.57613401622154e-06,0,0.0008626876767907,0.0170477067924467,0.0536093848720356,0.0366380728510754,0
DAE,covertype,2.0,2.271294354,33.385390138,0.84354243542,52.45164,0.8059986695,0.0007287708282399,52.515,0.9980752613,0.50382190348,0.86341287834,0.77435910358,0.02,0.132235248080789,0.508410844495596,0.0253446713319889,0,0.0337873765396229,0.0001120345857353,0,0.0005285589432593,0.0116181294746152,0.0388515565781772,0.0647075870270525,0
DAE,creditcard,0.1,9.1335831014,35.302452802,0.50405405408,52.45164,0.54497842148,0.00071742696764,52.515,0.97298625554,0.92342236396,0.43851951232,0.59378012214,0.02,0.644578165555583,0.819655989321234,0.0102471289780916,0,0.0066755982863915,7.63537778943262e-05,0,0.0008097501196487,0.0511075038736852,0.0136177864854865,0.0204051126668794,0
DAE,creditcard,0.2,9.8576528734,32.564825774,0.50270270272,52.45164,0.55074416022,0.0006434730053,52.515,0.97163452466,0.90782168596,0.45310087736,0.61042254502,0.02,0.287937457365137,2.06124347678687,0.0155552222088754,0,0.0031650063894467,7.4286154943506e-05,0,0.0007884920164787,0.0279164602353106,0.0096925148391158,0.0271688072966286,0
DAE,creditcard,0.3,9.677688679,30.118815852,0.50945945948,52.45164,0.55532923518,0.00058584737778,52.515,0.97302233532,0.8356454945,0.47437929768,0.61097992446,0.02,0.557098635312631,1.38553695005013,0.0102471289583102,0,0.0097969063220857,3.44844827633791e-05,0,0.001282378110915,0.0267391379592851,0.0088549849576587,0.0249063452209877,0
DAE,creditcard,0.4,8.9970108332,28.361238908,0.51756756758,52.45164,0.5495808429,0.00056031589506,52.515,0.97284798138,0.81492905808,0.47190736014,0.5865471131,0.02,0.55341068584733,1.32341774554722,0.0102471289451226,0,0.0064713257691618,3.45296449422402e-05,0,0.001154287720686,0.0295795462412937,0.0085925044861823,0.0222111474752041,0
DAE,creditcard,0.5,8.4424868202,28.227385856,0.52297297296,52.45164,0.55094201452,0.00054698276518,52.515,0.97188220376,0.78045338756,0.47537900036,0.58276438298,0.02,0.489006004087732,0.90773652817805,0.0113062165604905,0,0.0045941265334645,7.24745008147846e-06,0,0.0007617225228687,0.011059072232299,0.0034321186661049,0.0196302394093839,0
DAE,creditcard,0.6,9.1014617116,28.132498648,0.51486486488,52.45164,0.55742191806,0.00056727838516,52.515,0.97397884226,0.7637630798,0.48352281822,0.6079897542,0.02,0.378701460960296,0.610009667607661,0.0111024842656937,0,0.0075994018388942,4.8372443329112e-05,0,0.0007188758714992,0.0214171959178187,0.0172013721227176,0.0143389724382238,0
DAE,creditcard,0.7,8.7407091904,28.118361378,0.52162162164,52.45164,0.55683168972,0.0005404856205,52.515,0.97283038876,0.73236039172,0.48919404702,0.59830699034,0.02,0.667481603678506,0.600394508402524,0.0100218898306626,0,0.0108309444670487,9.18479114496989e-06,0,0.0006489539793836,0.0131976120512899,0.0145671384058184,0.0312167369479126,0
DAE,creditcard,0.8,9.2319492644,31.815462066,0.49189189188,52.45164,0.55693957934,0.00073295969972,52.515,0.9727496091,0.71203074948,0.48684723352,0.64813070176,0.02,0.573446171115105,3.61991906900384,0.0398018283169067,0,0.0134597369286861,0.0001909874547341,0,0.0006569444852326,0.0209349454687337,0.0225883824920424,0.0450885811740868,0
DAE,creditcard,0.9,8.9247906066,34.22611952,0.5108108108,52.45164,0.56594074204,0.00067355155944,52.515,0.9736992037,0.71112056134,0.50005748602,0.64259328512,0.02,0.874186587872885,0.358001118457831,0.0407091089879497,0,0.0104034055321655,4.96341334553341e-05,0,0.0015362722288652,0.0236743995547328,0.0090328584648077,0.0601734220310553,0
DAE,creditcard,1.0,8.5605613668,32.893197392,0.5081081081,52.42364,0.55125308888,0.00063745441438,52.487,0.97369592374,0.70936479258,0.47892123298,0.61459528252,0.02,1.28067907238763,1.72373614755648,0.0425729297481739,0,0.0166473809610719,1.72730903097094e-05,0,0.0018147727729364,0.0177638173835852,0.0320069366204535,0.084793036147304,0
DAE,creditcard,1.1,9.157911214,28.885808706,0.49054054052,52.45164,0.55787173572,0.00058616814616,52.515,0.97215224632,0.69147352632,0.49186475464,0.66363170782,0.02,1.4115981429742,1.19589797942123,0.0513691292055275,0,0.0160720307817199,3.20043514258506e-05,0,0.0006544848213542,0.0134568823386556,0.0224394659700847,0.0912202284925601,0
DAE,creditcard,1.2,8.2276170886,28.216796352,0.52837837836,52.45164,0.56181024138,0.0005845082759599,52.515,0.97257945682,0.6830649665,0.49529916044,0.5998562506,0.02,0.28016976980742,1.52742839110668,0.0030217135024468,0,0.0049728905088985,4.4292382862538e-05,0,0.0012708810378846,0.0127496090732553,0.0105355124759033,0.0110635028354745,0
DAE,creditcard,1.3,8.162754336,27.580393836,0.52972972974,52.45164,0.56092545514,0.0005727693081,52.515,0.97138280662,0.66364733422,0.50046407708,0.59659099348,0.02,0.244488678588455,0.325549140613953,0.0060434269657624,0,0.0080038609552703,3.41161516995802e-05,0,0.0010049310967867,0.0117630612164448,0.005380849459608,0.0230874520282132,0
DAE,creditcard,1.4,8.3132155504,27.731537914,0.51216216216,52.45164,0.55555668932,0.00055975046158,52.515,0.97325315366,0.65573647606,0.49957147114,0.61249051518,0.02,0.892775335730215,0.428386513384528,0.0267724496790454,0,0.005471438939573,2.07351454229826e-05,0,0.0019661230497091,0.0174469105532423,0.008020306600177,0.0575008489601124,0
DAE,creditcard,1.5,8.568816235,27.714176942,0.49324324324,52.45164,0.55949072482,0.00057767982484,52.515,0.97143341588,0.64582818224,0.48356717866,0.66014507062,0.02,1.08770774950242,0.339255601982939,0.043527360601229,0,0.0113970735849587,3.69651123682819e-05,0,0.0024443286095124,0.0119078113606787,0.0233437440774157,0.0879883494067541,0
DAE,creditcard,1.6,8.582251717,28.144252298,0.49054054054,52.45164,0.55347732216,0.00056201462746,52.515,0.9732156101,0.64718481662,0.48674981512,0.6432451131,0.02,0.514304945020239,0.550777833673896,0.0412660310546892,0,0.0121218817026481,1.76647417361019e-05,0,0.0013416096296723,0.0171001779168537,0.0239901094309207,0.0593807769950782,0
DAE,creditcard,1.7,8.8915928496,30.506443074,0.48513513516,52.45164,0.55728061834,0.00059577808378,52.515,0.97153295376,0.62550909202,0.48990888436,0.66474121116,0.02,1.18623321153063,2.63812407422199,0.0352389318972385,0,0.0072617776417511,2.7763356593077e-05,0,0.0015376341454763,0.01782399189142,0.0115836342854166,0.0735455259820047,0
DAE,creditcard,1.8,8.908829351,34.88746743,0.48783783784,52.45164,0.5685119044,0.00068590660094,52.515,0.97150487064,0.62039991438,0.50086836102,0.69235786094,0.02,1.16916298220545,0.388519724208762,0.0392241223548566,0,0.0066922978322112,3.14217020232121e-05,0,0.0011944173632774,0.0076050241618433,0.0153405896288579,0.0738391672899085,0
DAE,creditcard,1.9,8.294870363,31.431712052,0.49459459458,52.45164,0.5521226192,0.000609708786,52.515,0.97214666222,0.62632144664,0.49317916044,0.63867908928,0.02,1.14278863278919,2.31135564026413,0.044666199661045,0,0.0050472281001741,4.6588579561217e-05,0,0.0008790886978303,0.0111258374664873,0.0167095859126813,0.0856768847984753,0
DAE,creditcard,2.0,8.0968867294,29.13942647,0.51216216214,52.45164,0.56115748034,0.00059247136116,52.515,0.97156434398,0.62072903668,0.50284124738,0.63022341642,0.02,0.740805629908193,1.04877003515621,0.0377411893162899,0,0.0053755177360995,1.57348845558815e-05,0,0.0009379656827465,0.0142273580806111,0.010659662105052,0.074125718277085,0
DAE,shuttle,0.1,2.8046110468,24.151082278,0.82665907148,52.45034694,0.8900863465,0.00051006674766,52.515,0.9760131151,0.98851859794,0.91696431034,0.96534201782,0.02,0.326340974553906,0.647285445375097,0.0484567683671106,0,0.0303113419883385,3.50108435192966e-05,0,0.0033715267830262,0.0509403473377436,0.022500934589564,0.0128864232732571,0
DAE,shuttle,0.2,2.720431664,24.218662544,0.84904585588,52.45034694,0.90338893938,0.00047057313918,52.515,0.98015705174,0.9045071718,0.92685623642,0.96532618478,0.02,0.264111166390128,0.241072329917683,0.0228086610005517,0,0.0166077049446628,1.7006938462789e-05,0,0.0025059882798977,0.0391097800561342,0.0139721868182699,0.0099694756469097,0
DAE,shuttle,0.3,2.7582336948,23.971444034,0.85252064938,52.45034694,0.90387271064,0.00049367160798,52.515,0.97982357482,0.88432852064,0.92831300284,0.9625855592,0.02,0.263432116320301,0.331345712747319,0.0530143988036806,0,0.0389685136973541,9.97167496312611e-06,0,0.0034132835284662,0.0600553239685743,0.0256438366487219,0.0215671835011351,0
DAE,shuttle,0.4,2.5156869564,23.905067252,0.8581031045,52.45034694,0.88569907976,0.0004921947002399,52.515,0.97946611452,0.80800764368,0.9164137291,0.9161184032,0.02,0.263879371866087,0.235832522276014,0.032447763466551,0,0.0516739542806808,2.47504821826183e-05,0,0.0033885449256998,0.0580304369965499,0.037065038739759,0.0745394273189463,0
DAE,shuttle,0.5,2.8102550568,29.613444188,0.83964682426,52.45034694,0.89483752196,0.0006148182869,52.515,0.97965573608,0.82786540726,0.9201325051,0.9579760258,0.02,0.201815267043132,4.60107632436805,0.0414502373796763,0,0.0361326656465535,0.000114308900506,0,0.0025981008233744,0.0583189506184171,0.0198318339754331,0.0293989909347158,0
DAE,shuttle,0.6,2.4325797152,33.513464404,0.86710338936,52.45034694,0.9000827612,0.0007364750861999,52.515,0.98153387672,0.69258133234,0.92411793332,0.93614367232,0.02,0.172942139012978,0.604502725304772,0.0199816409534058,0,0.0131130634496434,0.000155729276902,0,0.0013767771880555,0.038813016918041,0.0085927870635192,0.0210428603798721,0
DAE,shuttle,0.7,2.5525339302,32.093955994,0.84557106238,52.45034694,0.88993760258,0.000651866436,52.515,0.98027296252,0.7233670475,0.91580118824,0.93966920286,0.02,0.246671617195497,2.03125030738099,0.0366213623000131,0,0.050051463213579,7.65481581221649e-05,0,0.0035287686525328,0.0185597339512077,0.0321343070905776,0.0669267187945949,0
DAE,shuttle,0.8,2.4557056828,26.687194062,0.84312161776,52.45034694,0.88498768828,0.0005422320366,52.515,0.97922542464,0.70200822122,0.91139106976,0.93191003364,0.02,0.28232111745386,1.64172340109655,0.0509226833035428,0,0.045022265885065,2.88947352878117e-05,0,0.0033805358803908,0.0476768781907915,0.0325156051131065,0.0448644525211155,0
DAE,shuttle,0.9,2.4299934904,26.680686954,0.8456280262,52.42234694,0.87952303388,0.00055112304688,52.487,0.98012767266,0.69958742962,0.913355123,0.91650177922,0.02,0.150817031484926,1.06362868564363,0.0470917247349735,0,0.0466858226109403,4.91143237112704e-05,0,0.0026084820584577,0.0489869061396129,0.0295013979379091,0.0489990196831859,0
DAE,shuttle,1.0,2.4299934904,24.742141582,0.8456280262,52.42234694,0.87952303388,0.00052231602668,52.487,0.98012767266,0.69958742962,0.913355123,0.91650177922,0.02,0.150817031484926,0.165583284762164,0.0470917247349735,0,0.0466858226109403,1.80867293628019e-05,0,0.0026084820584577,0.0489869061396129,0.0295013979379091,0.0489990196831859,0
DAE,shuttle,1.1,2.4216720964,25.85611496,0.86528054684,52.45034694,0.89895324158,0.0005191335678,52.515,0.9809160105,0.67689267546,0.9218563397,0.93563613468,0.02,0.162762414340149,1.02117553707222,0.0445006550270198,0,0.0385993519124953,3.48140599263222e-05,0,0.0028398953168101,0.0163171210960239,0.0236959070706079,0.0344833082743365,0
DAE,shuttle,1.2,2.360949466,25.453330994,0.85126744518,52.45034694,0.88015509352,0.00052397947314,52.515,0.98043450708,0.64071358026,0.91351991146,0.91112133172,0.02,0.149065746034745,0.24146285314659,0.0209021157790026,0,0.0239731413649055,3.50154977476372e-05,0,0.0017054382637501,0.0277825671138835,0.0156451964095334,0.0281892674248196,0
DAE,shuttle,1.3,2.3736432674,25.80784273,0.86647678722,52.45034694,0.8942256984,0.00050359187124,52.515,0.98107512832,0.6614941474,0.92043000932,0.92418799046,0.02,0.164666864604826,0.135646186139891,0.0383472772845867,0,0.0439607862750908,1.04589455581636e-05,0,0.0014665518127299,0.0413400744642497,0.0235568615159044,0.05383591472147,0
DAE,shuttle,1.4,2.2145683222,25.979189872,0.84050128168,52.45034694,0.8715233386,0.00054578185082,52.515,0.98001605924,0.6281573928,0.90728838914,0.90519615806,0.02,0.159219477893224,0.287614804789508,0.0241021623427432,0,0.0303525879073258,6.5805390512347e-05,0,0.0016329373049728,0.0270686482145485,0.0218829555705748,0.0403249885830534,0
DAE,shuttle,1.5,2.2168540542,32.437279082,0.84186841354,52.45034694,0.87276305902,0.00067254023552,52.515,0.98047886376,0.61025575924,0.91014312186,0.90628026434,0.02,0.191492979000983,2.23983870323606,0.0209757259507637,0,0.0148904283142164,7.29380000199371e-05,0,0.0010876750860993,0.0383134791574319,0.0086589470862542,0.0161746617023741,0
DAE,shuttle,1.6,2.1778590616,33.696679402,0.8763884933,52.45034694,0.89990991052,0.00068353319168,52.515,0.98171218826,0.62691412562,0.92322213798,0.92534854698,0.02,0.137205252058944,0.73551542784933,0.0259427869289106,0,0.0210198764671521,7.25125678100822e-05,0,0.0013881692802348,0.0238762514322317,0.0102893671819364,0.0292802728458889,0
DAE,shuttle,1.7,2.2317851742,33.084214734,0.84614070066,52.45034694,0.86481346774,0.00067711110114,52.515,0.98044869742,0.6124560267,0.90254078904,0.88576854074,0.02,0.169882531953786,0.439458387786838,0.0155447074689827,0,0.0417260085683002,0.0001058395813161,0,0.0019362335829103,0.0428988762300361,0.0253372092589969,0.0698430869161965,0
DAE,shuttle,1.8,2.2479246886,29.07273631,0.85935630874,52.45034694,0.8855179565,0.0005929477215,52.515,0.98145897002,0.6357645839,0.91571618328,0.91375848572,0.02,0.115503013835341,2.12541274073942,0.0295247702219748,0,0.036723744878763,7.83863262127781e-05,0,0.0013488986437116,0.0233109755778373,0.0226912443230067,0.0488932822116421,0
DAE,shuttle,1.9,2.2299131474,25.476429224,0.86191968102,52.45034694,0.89650429624,0.00051695837974,52.515,0.98174002792,0.5982969279,0.92101257106,0.9341981206,0.02,0.103858662426636,0.665257967965051,0.0279909261168878,0,0.0256046863912152,1.39899791410925e-05,0,0.0016009110180664,0.0349954456575355,0.0146166153513243,0.0273416300199456,0
DAE,shuttle,2.0,2.2299131474,25.657686756,0.86191968102,52.45034694,0.89650429624,0.00054467792512,52.515,0.98174002792,0.5982969279,0.92101257106,0.9341981206,0.02,0.103858662426636,0.286539079089372,0.0279909261168878,0,0.0256046863912152,6.20547546564361e-05,0,0.0016009110180664,0.0349954456575355,0.0146166153513243,0.0273416300199456,0
PW-AE,covertype,0.1,3.0470434802,28.421601534,0.44206642066,53.15564,0.54682500154,0.00056705870628,53.219,0.96605329446,0.9707279081,0.54621118336,0.72270320272,0.02,0.247692966844249,0.355500185934552,0.0431237295684137,0,0.0326817693399271,1.9387241460456e-05,0,0.0163432062546011,0.0079332946936353,0.0586681734478041,0.0535870678371232,0
PW-AE,covertype,0.2,2.8896624256,29.019007732,0.45498154982,53.15564,0.51439796058,0.0005663983345,53.219,0.95843452248,0.94606248602,0.50316768866,0.62353034856,0.02,0.144832648961569,0.20514652221159,0.0699478590728422,0,0.146682325922577,8.50260829874522e-06,0,0.023815937678584,0.0124693450645422,0.176972026595496,0.239023450284011,0
PW-AE,covertype,0.3,3.0356753376,29.098655702,0.52730627308,53.15564,0.5860819398,0.00060996079444,53.219,0.97647611548,0.915015757,0.58088643436,0.66955504412,0.02,0.141710753550312,0.406529149879206,0.064210883381294,0,0.110783789921267,7.42193166790699e-05,0,0.0095370411954654,0.0179475164491428,0.143213966065722,0.176224943585121,0
PW-AE,covertype,0.4,3.0356753376,36.775622224,0.52730627308,53.15564,0.5860819398,0.00067204618454,53.219,0.97647611548,0.915015757,0.58088643436,0.66955504412,0.02,0.141710753550312,0.594278102716537,0.064210883381294,0,0.110783789921267,1.68302168989369e-05,0,0.0095370411954654,0.0179475164491428,0.143213966065722,0.176224943585121,0
PW-AE,covertype,0.5,2.8766452214,35.596427872,0.51328413284,53.15564,0.5436437328,0.0006590900898,53.219,0.96856473994,0.86538263848,0.54856958086,0.5864849508,0.02,0.115365549301412,0.704711526423872,0.131672802390591,0,0.160044852000147,0.0001172151118605,0,0.0228650811153314,0.0305346784193897,0.190689925799982,0.194410364459741,0
PW-AE,covertype,0.6,2.8935954586,33.652364778,0.57601476016,53.15564,0.66186793182,0.00069489717482,53.219,0.98550054546,0.86743388616,0.69373856664,0.78419002916,0.02,0.124513728455902,2.50432404502805,0.0967571020579776,0,0.0781500053892664,0.0001586009628464,0,0.0050366872433379,0.0377869850655698,0.0880612554553225,0.0419026579111241,0
PW-AE,covertype,0.7,2.9090997084,30.736138156,0.58191881918,53.15564,0.65078739088,0.00060799369812,53.219,0.98030783582,0.82732047818,0.67074102074,0.73939396624,0.02,0.106438433530013,0.961269227135889,0.115314391142818,0,0.136550913269432,4.5576598885673e-05,0,0.0195018525145432,0.0208666396675358,0.162984433575777,0.167001510312621,0
PW-AE,covertype,0.8,2.9090997084,28.582474136,0.58191881918,53.15564,0.65078739088,0.00058091716766,53.219,0.98030783582,0.82732047818,0.67074102074,0.73939396624,0.02,0.106438433530013,0.474293977869346,0.115314391142818,0,0.136550913269432,6.42114513772595e-05,0,0.0195018525145432,0.0208666396675358,0.162984433575777,0.167001510312621,0
PW-AE,covertype,0.9,2.7808366038,28.974068784,0.60479704798,53.15564,0.63230467168,0.00058471684456,53.219,0.98127543158,0.8003470472,0.65318337016,0.66688037434,0.02,0.185375091273076,0.437831574796914,0.182061349995499,0,0.184941945268154,2.77232294180982e-05,0,0.0224463577682579,0.0280290229416332,0.214012236452028,0.199827385554328,0
PW-AE,covertype,1.0,2.9486615516,28.78580446,0.6258302583,53.12764,0.65867190942,0.00059808425904,53.191,0.98774605284,0.81700670984,0.69419563184,0.69814750802,0.02,0.128078822836287,0.288093225931121,0.0872090864497817,0,0.0726289518109342,2.52150904786579e-05,0,0.0042730843959337,0.0745012931486645,0.0839960464028674,0.0723069054843824,0
PW-AE,covertype,1.1,2.8227447568,30.571918344,0.63247232472,53.15564,0.67048462324,0.00065241298676,53.219,0.98622830896,0.76505404664,0.69596347528,0.71958528254,0.02,0.157847669741205,2.68377190432138,0.101361894879701,0,0.102203905784073,0.0001191609356372,0,0.0090925914433329,0.0195331799604133,0.124486074920748,0.118464850703044,0
PW-AE,covertype,1.2,2.701164827,35.73538804,0.63800738008,53.15564,0.68513951372,0.00073551568984,53.219,0.98932493918,0.72268631542,0.72468149894,0.74325867034,0.02,0.122649026804396,0.646765338608223,0.126396557135796,0,0.104149888815313,0.0001060946660987,0,0.0071788213769498,0.0489650992576881,0.116106060498629,0.07630380983833,0
PW-AE,covertype,1.3,2.7615507596,35.85565219,0.62324723248,53.15564,0.62630657946,0.00066943173408,53.219,0.98511215076,0.72200918642,0.62853137348,0.63073180572,0.02,0.134859282485073,0.15880855262422,0.0495654514242804,0,0.0692170610971194,6.02973486988083e-05,0,0.0071183360098385,0.0489899559631575,0.104612751412235,0.0925503701018541,0
PW-AE,covertype,1.4,2.7496582106,32.774500466,0.62361623618,53.15564,0.6598139525,0.0006159427166,53.219,0.9884570068,0.7181950088,0.68670712814,0.70140293966,0.02,0.0870976704017596,3.24573019755968,0.115920910255638,0,0.113213106272112,7.01160604563616e-05,0,0.0082304903474702,0.0321503038938579,0.136619545397367,0.112668770648266,0
PW-AE,covertype,1.5,2.6776772914,29.210384798,0.66494464944,53.15564,0.70651041782,0.00059492225644,53.219,0.99053371014,0.67908262516,0.72583911016,0.75575690448,0.02,0.233186836778844,1.21420988628398,0.0608800176266078,0,0.0610152771552521,5.96174446655795e-05,0,0.0034699430326461,0.0613517450156016,0.0844791368104247,0.0744444392281074,0
PW-AE,covertype,1.6,2.6776772914,29.35848484,0.66494464944,53.15564,0.70651041782,0.00056830987932,53.219,0.99053371014,0.67908262516,0.72583911016,0.75575690448,0.02,0.233186836778844,0.736085804190157,0.0608800176266078,0,0.0610152771552521,4.53099609983955e-06,0,0.0034699430326461,0.0613517450156016,0.0844791368104247,0.0744444392281074,0
PW-AE,covertype,1.7,2.7564797316,28.096921684,0.58487084874,53.15564,0.65475549798,0.00055553970336,53.219,0.9867037058,0.69865184858,0.68203442912,0.74985895918,0.02,0.182102294897522,0.631573550485802,0.111833080875819,0,0.0911438361374122,1.50481666264954e-05,0,0.0054270169486926,0.0340299595088978,0.101428463467873,0.0702430523108105,0
PW-AE,covertype,1.8,2.43366849,29.095607902,0.663099631,53.15564,0.67520045266,0.00059075927734,53.219,0.989572874,0.61035445624,0.70051283438,0.69283478592,0.02,0.151267314118604,0.232710320885981,0.114529436707008,0,0.129279832693118,3.11349492113532e-05,0,0.0087364055411612,0.0406412523130113,0.166456392543322,0.150645507268115,0
PW-AE,covertype,1.9,2.43366849,30.017961408,0.663099631,53.15564,0.67520045266,0.00062234163286,53.219,0.989572874,0.61035445624,0.70051283438,0.69283478592,0.02,0.151267314118604,0.553958155289826,0.114529436707008,0,0.129279832693118,2.02004645837028e-05,0,0.0087364055411612,0.0406412523130113,0.166456392543322,0.150645507268115,0
PW-AE,covertype,2.0,2.694757425,30.33556342,0.63911439114,53.15564,0.70078094828,0.0006321053028,53.219,0.99111593288,0.6299027674,0.73138115282,0.77854476602,0.02,0.263769417952374,0.721222309622833,0.0826106882216241,0,0.0803064955972631,5.25648475532148e-05,0,0.0034099656696157,0.0621283526645866,0.0990175700715724,0.0889748542629146,0
PW-AE,creditcard,0.1,5.9467304192,30.428962516,0.48243243242,53.15564,0.5244724445,0.00061933398248,53.219,0.96395425052,0.92270951716,0.3915312206,0.57562017036,0.02,0.479529963658616,0.114720593372279,0.0272792286890723,0,0.0216028257045348,2.07773827968157e-05,0,0.0048278192127818,0.0511404120018318,0.0184301377944345,0.0257035696998726,0
PW-AE,creditcard,0.2,6.639425846,30.480089426,0.5027027027,53.15564,0.53920392632,0.00061416563988,53.219,0.96685071596,0.90121168994,0.41525372732,0.58166167958,0.02,0.760587050304138,0.39870204739373,0.0122742581937748,0,0.0145483531317999,4.25919989744554e-05,0,0.0029571088993535,0.0340521570816598,0.0147881145380605,0.0215700483841959,0
PW-AE,creditcard,0.3,7.7057128234,31.504454566,0.50405405404,53.15564,0.5615808679,0.00063153972626,53.219,0.97083548384,0.8143856047,0.44673526262,0.6343685878,0.02,0.631395426867362,1.83176997231911,0.010247128997873,0,0.0198636679876332,9.64498304948538e-06,0,0.0038063310153473,0.0271122351866499,0.0142921252710659,0.0357732108634315,0
PW-AE,creditcard,0.4,7.5434110274,30.887566518,0.5,53.15564,0.55130030724,0.00059527115822,53.219,0.97039648168,0.79170054872,0.43732900848,0.61834186156,0.02,0.60434775169446,1.23181742646901,0.0302171348399922,0,0.0104976213957832,3.01526726475003e-05,0,0.0012899361983868,0.0372709600447186,0.0116145510953558,0.0404767013511272,0
PW-AE,creditcard,0.5,7.428640718,28.84685435,0.50135135136,53.15564,0.56128265164,0.00058867983818,53.219,0.97039840632,0.74850433446,0.45061068568,0.63808301512,0.02,0.232741545304351,1.0168078347539,0.0100218898441466,0,0.0039636742475393,4.14209294240034e-05,0,0.0012696139091323,0.01596275645376,0.0078051682072997,0.0176207196622911,0
PW-AE,creditcard,0.6,7.5169205754,29.990320918,0.5054054054,53.15564,0.56244212636,0.00060232229236,53.219,0.9731264001,0.72726912492,0.45502377024,0.6341232427,0.02,0.358674545381715,0.772628823324655,0.0111024842930798,0,0.0131666550176785,3.22301122318497e-05,0,0.0007909669906214,0.0236780590877999,0.0187638119175752,0.01903331446441,0
PW-AE,creditcard,0.7,7.1453409436,28.023653842,0.5162162162,53.15564,0.5637232273,0.00056022067068,53.219,0.97180836358,0.68122380648,0.46441729156,0.62228632968,0.02,0.554837629936271,1.02044513382663,0.0155552222240785,0,0.0186641995332776,2.25290870870808e-05,0,0.0015529351645096,0.019713803250514,0.0173164249312232,0.0390253199668503,0
PW-AE,creditcard,0.8,7.1288484704,28.407825328,0.50675675674,53.15564,0.55876914372,0.00056897916794,53.219,0.97073453638,0.6603554447,0.46643915508,0.62397610968,0.02,0.972382830454331,0.427798237337172,0.0135135135125,0,0.0195825017671769,1.76414261012618e-05,0,0.0015553854008477,0.0233622908993541,0.0254353287766028,0.0422500503973962,0
PW-AE,creditcard,0.9,7.085153363,28.294393634,0.51486486486,53.15564,0.56734633718,0.00056566729544,53.219,0.9732014872,0.65407139314,0.48727661134,0.63294197032,0.02,0.36922790107993,0.402475141463784,0.0174894312390581,0,0.0063079137252355,2.01349474457823e-05,0,0.0013252531288347,0.0287391173598488,0.0078166388696155,0.0222960787213865,0
PW-AE,creditcard,1.0,6.8247126608,28.403502368,0.51486486484,53.12764,0.5572099311,0.0005612464428,53.191,0.97318045196,0.65131557986,0.46598460228,0.6078609734,0.02,0.713864686853121,0.0543435394613862,0.013847230770481,0,0.0176297813300043,1.52756242489215e-05,0,0.002007040105793,0.022453766538574,0.0389774304552067,0.0322511486056299,0
PW-AE,creditcard,1.1,6.5599614394,28.827629422,0.52297297298,53.15564,0.55885893154,0.00058334097862,53.219,0.97140010108,0.630185741,0.48152462928,0.6102970505,0.02,1.06793646803477,0.561959003763916,0.0346510308305088,0,0.0209357157069708,2.51120376609321e-05,0,0.0014057450377356,0.0150020892122647,0.0286455223174112,0.0880883435781211,0
PW-AE,creditcard,1.2,6.977809421,29.39039664,0.51351351352,53.15564,0.56420943196,0.0005866086483,53.219,0.97149641316,0.62100301432,0.48202513276,0.6274173028,0.02,0.115760982290729,0.40628046975146,0.0172264172584248,0,0.0059092356177241,7.41330575873059e-06,0,0.0012062040418732,0.0171930892615629,0.0150777769673492,0.025565592083305,0
PW-AE,creditcard,1.3,6.8871508792,28.960406112,0.5243243243,53.15564,0.56754742184,0.0005724387169,53.219,0.97019176764,0.60490924846,0.49028622036,0.61897278632,0.02,0.40533644888064,0.998069739257636,0.0176194659423877,0,0.0093834330476743,2.00838752508984e-05,0,0.0010234811391146,0.0149846799140239,0.0092632555661828,0.0070448392040021,0
PW-AE,creditcard,1.4,6.093474068,28.18950801,0.55405405404,53.15564,0.56095000578,0.00058009676932,53.219,0.97268110906,0.58813063762,0.48811973086,0.57700246422,0.02,1.21898331570682,0.441995477903993,0.0642780323963012,0,0.0104864019477576,1.63481955064603e-05,0,0.0023492329941189,0.0213492136295264,0.0110722840046074,0.0507243610149425,0
PW-AE,creditcard,1.5,6.6076664408,28.597950792,0.50405405402,53.15564,0.55753253996,0.00058748912812,53.219,0.97012386396,0.57168259182,0.47052984308,0.62837180436,0.02,0.207544426613019,0.436327110299642,0.036884713692532,0,0.013112867109186,2.86602950499624e-05,0,0.0027334738830707,0.0210280070657747,0.0260253235895004,0.0383782839827139,0
