model,dataset,latent_dim,max_f1_threshold,runtime,max_f1_recall,avg_memory,max_f1_score,time_per_instance,memory_usage,ROC-AUC,score,PR-AUC,max_f1_precision,lr,max_f1_threshold_std,runtime_std,max_f1_recall_std,avg_memory_std,max_f1_score_std,time_per_instance_std,memory_usage_std,roc_auc_std,score_std,pr_auc_std,max_f1_precision_std,lr_std
AE,creditcard,0.3,10.494643867,25.042796468,0.50540540542,52.48364,0.53853209684,0.0005696593284399,52.547,0.97055776992,0.99835595658,0.439694437,0.57649111888,0.02,0.421968424757593,0.419700869756329,0.0100218898744856,0,0.0092877955749663,0.0001009979602445,0,0.0015653790465932,0.001805475588255,0.0141861702912,0.0140534115366702,0
AE,creditcard,0.4,10.9533517148,25.504911852,0.5162162162,52.48364,0.55176611938,0.00052327365874,52.547,0.97011421376,0.99736080978,0.46201856344,0.59406988104,0.02,0.965321391788378,0.734015786298155,0.0155552222240785,0,0.0094718567295865,7.70244981570558e-05,0,0.0013627416661033,0.000973783536636,0.0154516649344774,0.031012349383315,0
AE,creditcard,0.5,11.445157368,24.728692916,0.51081081082,52.48364,0.55389870822,0.0004637704849199,52.547,0.97044627774,0.9980648726,0.46491635034,0.606490491,0.02,1.02733829819569,0.16084614655496,0.0194660274128014,0,0.0115278059865882,3.67296599578767e-05,0,0.0021775620386931,0.0013703518382092,0.0125832028862485,0.0298423379913116,0
AE,creditcard,0.6,10.4157248826,23.016968774,0.51756756758,52.48364,0.54421360126,0.0004359508991199,52.547,0.97124680948,0.9983376391,0.45947274142,0.57626910814,0.02,1.64348474967235,2.10308226855184,0.0216848736957051,0,0.0068171041825457,6.43697448253103e-05,0,0.001715379490561,0.0008658297465631,0.0137904190771525,0.035629430041072,0
AE,creditcard,0.7,10.9737664706,21.778452824,0.5135135135,52.48364,0.55506050046,0.00044243073466,52.547,0.97023852768,0.99948524762,0.45985149688,0.60552110098,0.02,1.05577242602292,0.578406042431358,0.014333245562044,0,0.0156574766149861,1.78474066722116e-05,0,0.0040566797373152,0.0026261435529576,0.0255455953868136,0.0375845902935328,0
AE,creditcard,0.8,11.6229341266,22.732597876,0.50810810812,52.48364,0.55358266534,0.0004446579933,52.547,0.97118283632,0.99918652358,0.47135166546,0.61162311984,0.02,1.31882507742829,0.683783394222935,0.0154077760301424,0,0.015469714063304,6.88079586260683e-06,0,0.0011600601763174,0.0015818119690579,0.0199835274989755,0.0536947354081482,0
AE,creditcard,0.9,11.66066088,20.664112998,0.50270270272,52.48364,0.5455021394,0.00040120439528,52.547,0.97230523972,0.99789223344,0.4533829609,0.59666353562,0.02,0.428979138564471,0.635938880702266,0.0148033123912803,0,0.0150960547263047,1.23713296949861e-05,0,0.0018495603661087,0.0013981970837231,0.0173660481267055,0.0228145572838351,0
AE,creditcard,1.0,10.1507828598,19.590705346,0.52972972974,52.45564,0.5378333331,0.00040232520104,52.519,0.96889742286,0.99911756192,0.43473770292,0.54803279768,0.02,1.27629391837934,0.295294521270113,0.0060434269657624,0,0.0250031235932949,3.73078512626322e-05,0,0.0019713931255294,0.0008681312942083,0.0340179806388698,0.0511631917347713,0
AE,creditcard,1.1,11.700192644,19.38107686,0.5027027027,52.48364,0.54891348064,0.00038084921836,52.547,0.9716876278,0.9987776983,0.4611574572,0.60637036022,0.02,0.456923421327893,0.160475602670863,0.025993762219508,0,0.0136748274292959,1.54378296382131e-05,0,0.0019249799639463,0.0018707474807648,0.0293053986958925,0.0263803957544115,0
AE,creditcard,1.2,11.1532335858,19.43138814,0.51756756758,52.48364,0.54545144502,0.000391557312,52.547,0.97058728972,0.99886291096,0.45585731684,0.57819467832,0.02,0.848257430502211,0.216057233040881,0.0140111090157412,0,0.0098307543094989,1.87506208432527e-05,0,0.0026689160814722,0.0019013990806096,0.0061458455365869,0.0339496767640314,0
AE,creditcard,1.3,11.26936992,19.402290342,0.52297297296,52.48364,0.5497428178,0.00038465943336,52.547,0.9691934342,0.9976916442,0.45946879318,0.5796546471,0.02,0.698401180116905,0.252949528904087,0.006043426954582,0,0.0027476023213214,1.64037768910399e-05,0,0.0015158704884495,0.0012529430869955,0.0080790871613338,0.0123385012828422,0
AE,creditcard,1.4,11.354483622,19.443926668,0.51351351352,52.48364,0.53745565058,0.00037953181268,52.547,0.97115689468,0.9981453218,0.45085630604,0.56540740868,0.02,0.916608714705062,0.210031092484932,0.0224096269771401,0,0.0084372842346886,1.39032209442992e-05,0,0.0019190151890961,0.0021938978977433,0.0152055961051527,0.0258815568739143,0
AE,creditcard,1.5,11.1864063482,22.733382082,0.51756756756,52.48364,0.54403734968,0.0004237129688199,52.547,0.9712678176,0.99987639352,0.4468986994,0.57580280962,0.02,1.12625727352475,3.0257166738968,0.0169593248671304,0,0.0138735996047372,5.0497031143832e-05,0,0.0011915450811336,0.0018705987547528,0.0142567268158288,0.0427873941530169,0
AE,creditcard,1.6,12.144707848,26.195871304,0.51351351354,52.48364,0.55406079394,0.0004944279671,52.547,0.96983582212,0.99945218276,0.4702873176,0.6017311961,0.02,0.406560295538536,0.239512683605264,0.0067567567499999,0,0.0135890878540371,5.70448147168353e-05,0,0.0010507912995626,0.0007715641942691,0.0157038126421705,0.0230551453237436,0
AE,creditcard,1.7,11.3996583686,25.67411356,0.50270270268,52.48364,0.5410044938,0.00050520248414,52.547,0.96907603262,1.00068186352,0.44886616198,0.5931053391,0.02,1.44011327520018,0.47482204255321,0.0401444615476311,0,0.0063207741098795,6.04643681671201e-05,0,0.0020959658273079,0.0007362161738963,0.013048613150772,0.0551840697477458,0
AE,creditcard,1.8,11.923502704,24.967203998,0.51621621622,52.48364,0.55372797772,0.00044709181786,52.547,0.96963154178,0.99857028622,0.4634672408,0.59735464752,0.02,0.723146033693821,1.96710585111575,0.0102471289451226,0,0.0142849949491388,7.81232774509373e-06,0,0.0022842026041413,0.001619590948344,0.0156976946901115,0.0227850744364276,0
AE,creditcard,1.9,10.8284166212,22.03195853,0.52837837838,52.48364,0.54260433528,0.00044038467408,52.547,0.97026991788,0.99782908152,0.44767177722,0.55846479226,0.02,1.14699971208037,0.59752804791038,0.0056531082877154,0,0.013603104236536,1.33523520045376e-05,0,0.0017769938093745,0.0018979629586876,0.0191223082128639,0.0309123306206041,0
AE,creditcard,2.0,11.379569599,22.695223092,0.51891891894,52.48364,0.54713617978,0.0004601184845,52.547,0.97059637064,0.99903089416,0.4705385787,0.57946372628,0.02,0.895897615048609,0.382231487221071,0.0120868539119592,0,0.0092436231066925,3.41868965219288e-05,0,0.0030789237434668,0.0025135994574619,0.0219123279253227,0.0244402725383612,0
AE,shuttle,0.1,3.1704841038,18.127664996,0.79225291938,52.48234694,0.86730019798,0.0003692705631,52.547,0.97423957394,1.0474670098,0.90429395196,0.95852013616,0.02,0.272089589204548,0.798443380904491,0.0327019012253515,0,0.0232105862083255,3.43682637139006e-05,0,0.0028657709672231,0.0054336696101972,0.0168285600431821,0.0099681017807789,0
AE,shuttle,0.2,3.3147840772,17.498060182,0.80541156366,52.48234694,0.87247366544,0.00035260591506,52.547,0.97583338528,1.041040627,0.90557227566,0.95194838266,0.02,0.300416424958041,0.315263520499366,0.0495914209610102,0,0.0460085926498058,5.55831914199618e-06,0,0.0044146240926684,0.0198305572166408,0.0320686544414881,0.0411508652405489,0
AE,shuttle,0.3,3.6139606928,17.028959274,0.75055539734,52.48234694,0.82185339766,0.00034826750756,52.547,0.97214079816,1.0351836946,0.87109657662,0.90854246048,0.02,0.209975498645383,0.180920899228102,0.0560045980732953,0,0.053781095706073,2.02894907784324e-05,0,0.0051562571281856,0.0134523114135015,0.0438690671893748,0.0520897245696436,0
AE,shuttle,0.4,3.7379655034,17.62379756,0.80290515522,52.48234694,0.87080502932,0.00035652103424,52.547,0.97778832198,1.0376065894,0.90515807014,0.95234520436,0.02,0.205691228376056,0.660619811700158,0.041732079040437,0,0.0270989872428186,1.10323106370556e-05,0,0.0020548748637657,0.0120083874000851,0.0207924130252184,0.0143083123567205,0
AE,shuttle,0.5,3.534139565,17.54974866,0.80341782966,52.48234694,0.846631837,0.00035055761338,52.547,0.97544861264,1.0419017812,0.88936622772,0.89509472206,0.02,0.475306934330362,0.178970809088553,0.085846019626474,0,0.0935730256985722,1.03503865647187e-05,0,0.0061691521887807,0.0254071456322255,0.0694349437168033,0.104089953441676,0
AE,shuttle,0.6,3.1907627554,17.867729856,0.81982341214,52.48234694,0.79673872828,0.00035528616906,52.547,0.97114305896,1.0301876356,0.82890223288,0.79644534292,0.02,0.707386826411767,0.428051039040444,0.0546532233320355,0,0.122665621238904,1.18699740566063e-05,0,0.0122316577402208,0.0216143560382478,0.12533203592413,0.20070210443467,0
AE,shuttle,0.7,3.1932301704,18.121918104,0.79823412134,52.48234694,0.77574146826,0.00038931632042,52.547,0.96905950318,1.0264085756,0.81422887784,0.77964805082,0.02,0.756719246475255,0.787343834076451,0.0563317970450659,0,0.126496124569621,4.76053455776054e-05,0,0.0124756941606936,0.0232455264916383,0.126244356774174,0.213468909721997,0
AE,shuttle,0.8,2.9195307366,19.59886093,0.82244374822,52.48234694,0.78596925072,0.00039514074326,52.547,0.96494479816,1.02835393798,0.79152219998,0.78457340796,0.02,0.767854328265548,2.28291219755568,0.0236850705785622,0,0.152725258260303,6.8906569343207e-05,0,0.0227946973938103,0.0167351084373841,0.208256272678084,0.23725603983941,0
AE,shuttle,0.9,3.210033489,22.170008184,0.82056394188,52.45434694,0.82776304102,0.0004175371170199,52.519,0.97555571004,1.0377403186,0.87023628986,0.84154025522,0.02,0.264591869749778,0.64014186599177,0.0667632103074625,0,0.115851020757151,3.93384814966744e-05,0,0.0062687526496476,0.0215668998589589,0.0893433394687764,0.168318545315069,0
AE,shuttle,1.0,3.210033489,21.377074004,0.82056394188,52.45434694,0.82776304102,0.0004246038437,52.519,0.97555571004,1.0377403186,0.87023628986,0.84154025522,0.02,0.264591869749778,0.335210892310063,0.0667632103074625,0,0.115851020757151,4.27177344933672e-05,0,0.0062687526496476,0.0215668998589589,0.0893433394687764,0.168318545315069,0
AE,shuttle,1.1,3.3818369224,21.041923426,0.81959555682,52.48234694,0.8321977423,0.00042194762232,52.547,0.97511539562,1.042560404,0.87003418428,0.84989026118,0.02,0.398691946669834,1.85179518535608,0.070448734666282,0,0.106325629259784,5.33687289464774e-05,0,0.0087355126798025,0.021480436307824,0.0871201694465211,0.149765200033183,0
AE,shuttle,1.2,3.0727156976,19.285228728,0.8193107377,52.48234694,0.76616034538,0.00038699069024,52.547,0.96872847916,1.0320027434,0.79517441764,0.75394865152,0.02,0.86895568537949,0.970253037875594,0.076055403747145,0,0.132336505930776,3.6038740769424e-05,0,0.0171022860474479,0.0179961086748552,0.164798704019116,0.21801560529812,0
AE,shuttle,1.3,3.689962444,18.366250944,0.79624038736,52.48234694,0.83067376592,0.0003900969982,52.547,0.97584645722,1.0308382086,0.87490277816,0.87123650202,0.02,0.383338047145109,0.622714914775517,0.0514272486419148,0,0.0771363981890238,5.28579451865729e-05,0,0.0062284278824286,0.0111382461421782,0.0630874377797063,0.111719052461662,0
AE,shuttle,1.4,3.160244679,17.53798933,0.80808886358,52.48234694,0.77798803906,0.0003806960105999,52.547,0.9658965187,1.0307743892,0.77153856912,0.77079454456,0.02,0.635627129493226,0.305510200754716,0.0566018117564671,0,0.156871557368094,4.8093014598093e-05,0,0.0246862945270671,0.0166012151466209,0.243470347400902,0.225791568918091,0
AE,shuttle,1.5,3.3506299382,18.02224927,0.80296211904,52.48234694,0.78277398068,0.00035908875466,52.547,0.97063836814,1.0286559598,0.80559627968,0.78174449716,0.02,0.569360836414958,0.160423641379255,0.0360256244853477,0,0.116248934593161,4.2862583543362e-06,0,0.0136164520767822,0.0141392896592148,0.165242553479332,0.18955551919143,0
AE,shuttle,1.6,2.8859271706,18.14873476,0.83839362004,52.48234694,0.76606880884,0.00036838035584,52.547,0.96981873054,1.032588734,0.80594297338,0.72500879924,0.02,0.768418227197312,0.182288810291838,0.0335582946682833,0,0.124935557020993,1.1924886044849e-05,0,0.0134100281627284,0.0161631159965337,0.130543450166615,0.193853667029947,0
AE,shuttle,1.7,2.6570153968,17.584468698,0.83395044148,52.48234694,0.74037365618,0.00036124043462,52.547,0.96543301564,1.0297376466,0.76704810126,0.69519878094,0.02,0.791181172913218,0.548090193913311,0.0657802737109352,0,0.142799044884901,2.30013246322496e-05,0,0.0169015786066935,0.0152946081382632,0.161242019991614,0.220566311148369,0
AE,shuttle,1.8,3.2216178526,16.918124104,0.7346055255,52.48234694,0.6856367586,0.00034439630508,52.547,0.96293246276,1.0203510872,0.73879644572,0.66697357174,0.02,0.845087829837624,0.155560160316287,0.0692337273208322,0,0.0698235848142835,1.26969660911133e-05,0,0.0161522698534761,0.0063306837551193,0.124456415489033,0.13996983916516,0
AE,shuttle,1.9,2.7818674656,16.896922826,0.7951011108,52.48234694,0.68952376896,0.00035948662758,52.547,0.95909762104,1.0243416718,0.72687378924,0.6370174464,0.02,0.997836298203908,0.152467904984947,0.0715566923558335,0,0.134562930969613,2.78965953300551e-05,0,0.02174030279614,0.0105489684860829,0.159325440819563,0.214055824984179,0
AE,shuttle,2.0,2.7818674656,17.014180468,0.7951011108,52.48234694,0.68952376896,0.00034925007818,52.547,0.95909762104,1.0243416718,0.72687378924,0.6370174464,0.02,0.997836298203908,0.134959226179668,0.0715566923558335,0,0.134562930969613,3.90188106561846e-05,0,0.02174030279614,0.0105489684860829,0.159325440819563,0.214055824984179,0
DAE,covertype,0.1,2.826885847,32.696583938,0.65756457566,52.45164,0.71855176052,0.00067344241142,52.515,0.98525710958,0.9224974787,0.74342366822,0.79438097546,0.02,0.119865942959728,2.88598115435563,0.0415559432543978,0,0.0232130651678174,0.0001288459361039,0,0.00665889759557,0.0254131886650241,0.0321609888860463,0.029053716380404,0
DAE,covertype,0.2,2.8476989284,33.139216758,0.62952029522,52.45164,0.67194058664,0.00068379430772,52.515,0.98388007924,0.85144422104,0.69140157968,0.73849283092,0.02,0.15873899610374,0.689599492983681,0.0655098476892323,0,0.0649783653909709,0.0001193457002739,0,0.0045964941802566,0.0455487473790999,0.0736637769340591,0.1296577314355,0
DAE,covertype,0.3,2.9426151866,32.245737696,0.73321033212,52.45164,0.76452009846,0.00066739559174,52.515,0.9941501373,0.70730442102,0.79431755102,0.8011736226,0.02,0.0816317556727508,1.40734034700444,0.0506221420865423,0,0.0766019396045371,0.0001661138226658,0,0.0036683114049791,0.0450978020917366,0.100541629821635,0.111231151472116,0
DAE,covertype,0.4,2.9426151866,27.733322666,0.73321033212,52.45164,0.76452009846,0.0005585106373,52.515,0.9941501373,0.70730442102,0.79431755102,0.8011736226,0.02,0.0816317556727508,1.1357120386511,0.0506221420865423,0,0.0766019396045371,3.60774661529988e-05,0,0.0036683114049791,0.0450978020917366,0.100541629821635,0.111231151472116,0
DAE,covertype,0.5,2.7657646114,28.277088116,0.73579335792,52.45164,0.74084504142,0.00056125321388,52.515,0.9933097582,0.65393428056,0.77905207822,0.747109063,0.02,0.137202048061243,0.917497010884573,0.0574390721848147,0,0.0396861654795296,4.54412795289516e-05,0,0.0009341605569452,0.0768085540758065,0.0324276124284883,0.0278477276221819,0
DAE,covertype,0.6,2.7623169582,26.549736786,0.75313653138,52.45164,0.78926407496,0.00051008501054,52.515,0.99646264398,0.62456797752,0.8365105767,0.8347618144,0.02,0.126435288975197,0.847864391712785,0.0771208884129856,0,0.0359780633097858,1.50230702066016e-05,0,0.0011195918965212,0.0378999160109208,0.0364904201837478,0.0211873431373731,0
DAE,covertype,0.7,2.711387889,26.648568868,0.78081180814,52.45164,0.80491782842,0.00052230658532,52.515,0.99699111804,0.60035203856,0.85783310914,0.83367481978,0.02,0.189483091231613,0.53759868370889,0.0659887556255688,0,0.0504881654226344,5.29448379568738e-06,0,0.002161622858295,0.0312394623356327,0.0641139102077201,0.0590012205931805,0
DAE,covertype,0.8,2.711387889,26.141015146,0.78081180814,52.45164,0.80491782842,0.0005228255749,52.515,0.99699111804,0.60035203856,0.85783310914,0.83367481978,0.02,0.189483091231613,0.437278354113857,0.0659887556255688,0,0.0504881654226344,2.08438527430038e-05,0,0.002161622858295,0.0312394623356327,0.0641139102077201,0.0590012205931805,0
DAE,covertype,0.9,2.5687525156,26.463066818,0.80110701106,52.45164,0.79066506846,0.00051508193014,52.515,0.9975109523,0.5750532093,0.8460789577,0.78105713306,0.02,0.10513352885486,0.284800568056674,0.0464087242917132,0,0.0567339124340991,7.50691665120895e-06,0,0.0012303895087715,0.0171966856315394,0.0553462464506867,0.0686011201296321,0
DAE,covertype,1.0,2.7515197748,29.643152666,0.80258302584,52.42364,0.81891141964,0.0006009068966,52.487,0.9981022177,0.5575749418,0.88484798772,0.83717103802,0.02,0.192246625735764,3.24406325223674,0.0422344027183599,0,0.0307272444520678,9.78550489897494e-05,0,0.0006175542037492,0.0186695163910423,0.0357972660858755,0.0362209772590702,0
DAE,covertype,1.1,2.4385112904,33.461144448,0.8409594096,52.45164,0.79273974594,0.00060035362244,52.515,0.99783525744,0.55688026492,0.84860194486,0.75177126602,0.02,0.133246479831045,0.862744015768311,0.026105544136,0,0.0524062249957411,5.64164406370715e-05,0,0.0009025562310388,0.0104686285910949,0.0574240845989014,0.0782635758949702,0
DAE,covertype,1.2,2.424469279,32.731676818,0.81660516606,52.45164,0.8119690917,0.00058593597412,52.515,0.99805259492,0.53555752252,0.87393842248,0.80822377542,0.02,0.107399014341884,0.77501432987091,0.032579076463788,0,0.0393462410337714,3.33179055905106e-05,0,0.0008519167215756,0.0224553830616332,0.0432301371379289,0.0536348382962644,0
DAE,covertype,1.3,2.6255747728,28.272907496,0.77121771218,52.45164,0.78332332062,0.0005696483612,52.515,0.99751119854,0.51807005522,0.84055242822,0.7966276374,0.02,0.175594878906583,1.3236064562022,0.042615533044784,0,0.0296049843885634,6.77748218136933e-05,0,0.0008345500204031,0.008221463245893,0.0402750936986102,0.0249399542920949,0
DAE,covertype,1.4,2.3875175484,28.628855656,0.83874538744,52.45164,0.80023602676,0.00058586878776,52.515,0.99755295744,0.53526392854,0.83585406418,0.76568655116,0.02,0.100811905156483,1.18249469151712,0.0288378213424395,0,0.0319632972242851,5.32394575082368e-05,0,0.0010201880240936,0.0119692364027529,0.0438933458590036,0.0410304250149512,0
DAE,covertype,1.5,2.3578150382,25.806322288,0.82546125458,52.45164,0.79392438782,0.0005262152672,52.515,0.9975210022,0.51655122192,0.83304553366,0.7666193037,0.02,0.0946281262132603,0.110385662964297,0.0555592621054859,0,0.0558412418419194,1.92794413472106e-05,0,0.0012225399489129,0.0279481677481377,0.0797912362167209,0.0724567198734835,0
DAE,covertype,1.6,2.3578150382,26.273328064,0.82546125458,52.45164,0.79392438782,0.00052090940476,52.515,0.9975210022,0.51655122192,0.83304553366,0.7666193037,0.02,0.0946281262132603,0.486626287168642,0.0555592621054859,0,0.0558412418419194,2.20696701149444e-05,0,0.0012225399489129,0.0279481677481377,0.0797912362167209,0.0724567198734835,0
DAE,covertype,1.7,2.316878634,26.661802054,0.82915129152,52.45164,0.80042932218,0.00055274190904,52.515,0.99780092214,0.51675040318,0.8609629644,0.77531700508,0.02,0.0511934492847716,0.322289573077668,0.0252167521097767,0,0.0300000093715887,3.61396027832849e-05,0,0.0006150061745887,0.0149371069727405,0.0346840011976405,0.0519741656637805,0
