optimizer_fn,dataset,model,lr,PR-AUC,ROC-AUC,Max F1,Max F1 Precision,Max F1 Recall,runtime,subsample,seed,PR-AUC_std,ROC-AUC_std,Max F1_std,Max F1 Precision_std,Max F1 Recall_std,runtime_std,subsample_std,seed_std
hd-sgd,covertype,DAE,0.004000000000000001,0.7450016672716739,0.9894200737470191,0.7182871472654471,0.8256132400327013,0.6394833948339483,31.62548222541809,50000.0,46.5,0.04737190997749046,0.0036426607642458895,0.04266018834367422,0.06178875828314194,0.05804693771942347,0.36973874808192225,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.008000000000000004,0.8007790471047912,0.9934698590283247,0.7620494636692428,0.8013528722640118,0.7287822878228782,31.6904358625412,50000.0,46.5,0.04540212678506512,0.002346684231441301,0.04581031588221584,0.06469463585772887,0.04933867434226713,0.3228684237612889,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.016,0.8282591744896164,0.9964920587881119,0.7768522783330918,0.7822140286515358,0.7728782287822878,32.27676556110382,50000.0,46.5,0.0417139175088045,0.0011521176070997598,0.039192962331598205,0.05070455284096797,0.03972815964622,1.982359210367453,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.03200000000000001,0.840198162072538,0.9977852093818766,0.7852259734209368,0.7584243881366749,0.8171586715867158,32.024081563949586,50000.0,46.5,0.031655377856877276,0.00043804045174153524,0.02603684073812566,0.05269924992805829,0.03183154437571358,0.783126569554529,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.06399999999999999,0.822584368374107,0.9976980207142846,0.7759366558447975,0.7347286759014726,0.8228782287822879,31.69408073425293,50000.0,46.5,0.03048060402014079,0.00038289559954280783,0.02245383892366353,0.03032212473662415,0.026078001287963337,0.28544291217882994,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.128,0.8049536027030675,0.997428993761004,0.7690700446051929,0.7188235755807579,0.8273062730627305,31.61384928226471,50000.0,46.5,0.027347060073242807,0.0004307739386367149,0.01736484689135623,0.02221697727107443,0.02038260653035904,0.366895990320647,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.256,0.8007992550832815,0.997198715254167,0.766809690689902,0.7485935160462277,0.7867158671586716,31.447785925865173,50000.0,46.5,0.034092283505026556,0.0006477300638318266,0.02237489774335973,0.030413950118769528,0.025964624456499406,0.1379969541879792,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.001,0.4342122232955643,0.9626272856808393,0.43368353386776254,0.5622800036196592,0.364760147601476,34.35421457290649,50000.0,46.5,0.0950588416201935,0.020952083101711424,0.07668209947855031,0.16856237857712728,0.05225055477826508,0.250289365136184,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.0020000000000000005,0.4707708810019925,0.9703760125069405,0.4669836927711982,0.6411061813051351,0.37306273062730627,33.97037234306335,50000.0,46.5,0.10372621004129633,0.011874234882090846,0.09978920152273961,0.16686929836434355,0.08042625210087626,0.26634228168227936,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.004000000000000001,0.5887715465577542,0.9771383084145049,0.5897683225200188,0.8116086391428657,0.4682656826568266,34.19386842250824,50000.0,46.5,0.08792484219544737,0.00952851538203727,0.07605217129423647,0.05532454877888142,0.08578310721869316,0.4862690774946786,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.008000000000000004,0.6914190719974206,0.9845311814758327,0.6749748972906333,0.7987934272998481,0.5939114391143911,34.16979711055755,50000.0,46.5,0.05893475211430172,0.0055570213347263114,0.052941414688343784,0.10721686023593172,0.06709178733800761,0.33478472058759373,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.016,0.702130764197695,0.9866249256329759,0.6803347940674308,0.7557072783669337,0.6215867158671587,34.62883973121643,50000.0,46.5,0.08619475226316739,0.005110071628987071,0.08942443829960042,0.10553839337379661,0.08850299631833868,2.1329032575061793,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.03200000000000001,0.6851868784071709,0.9893341459800622,0.6599802842389033,0.7123754428575397,0.6164206642066421,34.35398147106171,50000.0,46.5,0.13102234123723971,0.005913942965867556,0.10953479818354071,0.10853147660960125,0.11375934851691695,0.4903654998498339,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.06399999999999999,0.701845697292346,0.9924530657717107,0.6577559383693313,0.6849695408079065,0.6356088560885609,34.096434998512265,50000.0,46.5,0.130231912111503,0.005354037261093149,0.11059085729439792,0.09171479700419925,0.12946792440482235,0.36271947473966765,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.128,0.7420284233650181,0.9947636736466844,0.6939269226130804,0.666497859135337,0.7324723247232472,34.112062215805054,50000.0,46.5,0.11317212669138023,0.004740672680121517,0.08768057030564644,0.07799492867526682,0.11699996999354602,0.3087433351520368,0.0,3.0276503540974917
hd-sgd,covertype,PW-AE,0.256,0.7418616875350643,0.9957070436893863,0.7079352128223927,0.6646266383128029,0.7595940959409594,34.334335350990294,50000.0,46.5,0.05658540723017401,0.0009806888270943853,0.04459723225335079,0.05852352905834374,0.04132045038381917,0.5470108873697758,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.001,0.4538896256750876,0.9000590802830433,0.5782522886120561,0.6115951355069544,0.5527027027027027,23.653100633621214,50000.0,46.5,0.03836605478259521,0.02626388633755518,0.02524833297924274,0.06448790007695633,0.026800855460618955,0.34876519863242,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.0020000000000000005,0.41382749405059627,0.9366894792369196,0.5572733732257291,0.5935602851830031,0.5324324324324324,24.106387495994568,50000.0,46.5,0.030276747425320088,0.01275107294207939,0.025014585493232024,0.07457081971192335,0.0333759163114283,1.7198676483331221,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.004000000000000001,0.39567385677269373,0.9594804133749412,0.5342825578622484,0.6039122780348929,0.48513513513513506,23.49242651462555,50000.0,46.5,0.02884011254244979,0.005088756030101999,0.02598088350709355,0.07716852254202003,0.030517810244962734,0.270119102678055,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.008000000000000004,0.4125871252340455,0.9690312514231314,0.5410861645495701,0.6032565782293583,0.49324324324324326,23.47573392391205,50000.0,46.5,0.027410824090532134,0.0032470908231203967,0.017070414852333026,0.05265257830295674,0.018843694291308007,0.21200783913977916,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.016,0.4412283474776538,0.9709436960429899,0.5439417168729341,0.591553813041685,0.5054054054054055,23.71837341785431,50000.0,46.5,0.027137988475893784,0.00329353769484061,0.0152376941420909,0.04421786338120102,0.014173092542839891,0.18517502417616769,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.03200000000000001,0.4561870289496051,0.9712241478018176,0.5454849758002738,0.5861707344667425,0.5121621621621621,23.520323967933656,50000.0,46.5,0.027140708195772422,0.0029096418723349774,0.01981407047691158,0.04230091492625892,0.02292434351351255,0.42850169086208145,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.06399999999999999,0.45084726855805746,0.9713942187794791,0.5327714835578217,0.5713729451326514,0.5033783783783783,23.609930396080017,50000.0,46.5,0.031667752086088005,0.002738873292359135,0.020934505233097603,0.04701594039902262,0.04006857404202068,0.2779868830839028,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.128,0.4149134640143209,0.9722144981577904,0.5196943536541971,0.5355559731006365,0.5060810810810811,23.63733685016632,50000.0,46.5,0.03702311492273679,0.0032224313156082917,0.024325569558360915,0.02715156832009822,0.033926126556744214,0.3371854386233116,0.0,3.0276503540974917
hd-sgd,creditcard,AE,0.256,0.3423248394091499,0.9727014666114402,0.4825399163525641,0.4434784230444044,0.5317567567567567,23.399875020980836,50000.0,46.5,0.03416602966027554,0.0040115953079367305,0.02285121316102213,0.03221488795778459,0.03489901021356995,0.21221266570871908,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.001,0.48183142019090763,0.907137925556946,0.5961777348196997,0.6553854338384513,0.5527027027027027,33.8837610244751,50000.0,46.5,0.03961662220069731,0.025142697167683595,0.025163329933121616,0.07386809778796986,0.03397841831647947,0.19442101529983913,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.0020000000000000005,0.45731574342230896,0.9456465326555794,0.5870519657333544,0.6663371527823688,0.529054054054054,34.13307726383209,50000.0,46.5,0.031764167671002735,0.0102214125353597,0.019569663033265766,0.06758153780485544,0.026275203753315112,0.3350449123535773,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.004000000000000001,0.44651713509594176,0.9655055992765613,0.565601564023105,0.6533737912869679,0.5060810810810811,34.21052551269531,50000.0,46.5,0.028116490556295233,0.003557226098024471,0.022629757853775866,0.08045257457631455,0.0367952126159809,0.42697537429474647,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.008000000000000004,0.45886530977525536,0.9723054701375531,0.5642269881322497,0.6377836668502266,0.5067567567567568,34.373057675361636,50000.0,46.5,0.02575643871288578,0.002834393288227112,0.010478948659014853,0.0298449816003681,0.014244493964722407,0.9574419618736827,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.016,0.47937517836590143,0.9729405391309628,0.5563888763842917,0.5978360168023484,0.5216216216216216,34.249922847747804,50000.0,46.5,0.023712736314335677,0.0029561916412951064,0.013872587471057,0.03703875905786307,0.010941403424766766,0.3405711305291211,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.03200000000000001,0.4894420219095818,0.9723306121254047,0.5574453827505794,0.6521461742751267,0.49121621621621625,33.96338603496552,50000.0,46.5,0.020182580640719972,0.002555700114351785,0.012160181018011147,0.052907547041765125,0.03769411787265849,0.1895242680015567,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.06399999999999999,0.49022177672092904,0.9722477858786333,0.5566454638322142,0.6831149313056285,0.475,34.26055376529693,50000.0,46.5,0.01781082096510127,0.00189637794209111,0.005672124828449442,0.06407370222089731,0.03822862335816024,0.4350648838983553,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.128,0.48437196173254493,0.973363290474941,0.5468563048650844,0.6628189562931588,0.46891891891891896,34.070334672927856,50000.0,46.5,0.015984202858008834,0.0015799262392290358,0.003157518980821779,0.05346267361679245,0.028878054819503795,0.3083337214249715,0.0,3.0276503540974917
hd-sgd,creditcard,DAE,0.256,0.4740914529263331,0.975655277459117,0.5404217634856238,0.6598366759296423,0.45878378378378376,34.52593579292297,50000.0,46.5,0.014506500426025176,0.0014070296677202608,0.004345393140876333,0.03464477087492898,0.015091770781757623,1.012267968463338,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.001,0.4768385971078832,0.8593563027642904,0.5838535880720755,0.6502092555277265,0.5371621621621622,36.93871567249298,50000.0,46.5,0.06405924638894477,0.03927705319335224,0.044209601749310025,0.10173573054494332,0.02853346725072055,0.4793178524471432,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.0020000000000000005,0.48315386554008805,0.9021508259041358,0.5957092560249506,0.6536563350197632,0.5533783783783784,36.49156053066254,50000.0,46.5,0.04144935281773528,0.02659032254463093,0.02819137724103544,0.07833597596017995,0.03286282246301086,0.48157596927819474,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.004000000000000001,0.46087470829084287,0.9424707810795632,0.5920423038948607,0.6741711992401648,0.5317567567567567,36.77000150680542,50000.0,46.5,0.03242824868156757,0.01127944404931565,0.019697443126047737,0.06729311464756696,0.02341692564066673,0.44459765758465647,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.008000000000000004,0.449245102537703,0.9641414532963518,0.5689931461158463,0.6684973132745631,0.49864864864864866,36.605209255218504,50000.0,46.5,0.02921246102860859,0.0037973767693203686,0.02236748426244199,0.06626847492607882,0.021789885806212293,0.36128097446013063,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.016,0.45892245508122576,0.9714817074757498,0.5640508569852126,0.6328952053502886,0.5094594594594595,36.46192488670349,50000.0,46.5,0.026529955992193033,0.0029445136909128835,0.011387454184975032,0.028312629210599197,0.013956696743089757,0.40488943778163355,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.03200000000000001,0.48033728452989166,0.972668978554901,0.5553008504742418,0.5944093295984314,0.5222972972972972,36.603716540336606,50000.0,46.5,0.02270607680770145,0.0030118925231588448,0.014783489466291985,0.037325943336098066,0.011506342139139456,0.344336306089541,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.06399999999999999,0.4940786490991904,0.9725872772596074,0.5577087819776915,0.6429721265500223,0.497972972972973,36.62188446521759,50000.0,46.5,0.017913643247326708,0.0025368670122695035,0.010709365745686657,0.059878173710103545,0.03966138838254572,0.261309470116121,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.128,0.5011682701657311,0.9725838888515412,0.5610822051474548,0.6802642266730788,0.48243243243243245,36.71309063434601,50000.0,46.5,0.015026714286067298,0.0018337840652426739,0.004953901114745239,0.06496416508740412,0.03477524155967347,0.46347778170699255,0.0,3.0276503540974917
hd-sgd,creditcard,PW-AE,0.256,0.5019693027145158,0.9731509728255094,0.5570405609966084,0.6526397016706218,0.4898648648648648,36.78907945156097,50000.0,46.5,0.01226680680809344,0.0014789466980282212,0.006281037836842329,0.05075608220669044,0.03419420371776795,0.4595410223100502,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.001,0.6168772236019737,0.8687575315156382,0.5967018387672296,0.6071357282389975,0.6440900028481914,20.573394775390625,50000.0,46.5,0.3006239955590218,0.15193278537154306,0.27155114000283426,0.307198045408872,0.20715794095800077,0.20533725198274702,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.0020000000000000005,0.7961897291583568,0.9412810036030315,0.7488334037625419,0.835109829957984,0.6880945599544289,20.414995098114012,50000.0,46.5,0.1341562396459988,0.052128474871845985,0.1292294988844808,0.13987064802250215,0.14108076213418821,0.16341530363772733,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.004000000000000001,0.8730975317087626,0.9659154943498958,0.8216667921626138,0.9093800975621977,0.7510965536884079,20.52874436378479,50000.0,46.5,0.05313038866846219,0.017305159356492437,0.05859071628838508,0.048041896815484604,0.07401869884188376,0.33636813491137335,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.008000000000000004,0.9022992996457424,0.9742408241608503,0.8624034518783219,0.9297852563444048,0.8050412987752777,20.60325617790222,50000.0,46.5,0.02948644511175148,0.006277039242354821,0.0361099998336048,0.03090546438930674,0.04822886039925273,0.342141216977855,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.016,0.8986192133907306,0.9768799059778193,0.8590902614160862,0.9037748987321915,0.8192822557675875,20.553360438346864,50000.0,46.5,0.04085454336141096,0.004533043698261466,0.05473337962342606,0.0545073701670727,0.06021008203079199,0.2215025943769822,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.03200000000000001,0.7711371232889348,0.9676422245993042,0.7553814743072882,0.7102822264006892,0.8423810880091143,20.512942576408385,50000.0,46.5,0.16178631687074457,0.015358222105219166,0.13136401938661266,0.2070511564874119,0.04193933223273311,0.17871329333848684,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.06399999999999999,0.6268619665815205,0.9503833256006595,0.6443102823561986,0.5677106133905259,0.8070635146681857,20.690152764320374,50000.0,46.5,0.19831755916475763,0.02821788268059309,0.12523339598184308,0.19525229097931945,0.0885353626584117,0.1703587100660648,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.128,0.5453304029894078,0.9401812422160672,0.5861703736853624,0.4844443787678415,0.7842210196525207,20.4426470041275,50000.0,46.5,0.17868961325038685,0.02622300314985667,0.09494037508262285,0.1413383431238002,0.06355420699718113,0.11307911122228145,0.0,3.0276503540974917
hd-sgd,shuttle,AE,0.256,0.47527658076766455,0.9278049421375292,0.540188078148427,0.42572835498110145,0.768014810595272,20.61085205078125,50000.0,46.5,0.12641803260953874,0.02451964834199745,0.06063973666672815,0.08882927561849169,0.07166486383616312,0.26716362528453574,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.001,0.6398413783306877,0.8756305979853629,0.6240367088467592,0.6352610676206591,0.6294787809740814,31.13601565361023,50000.0,46.5,0.3102145058719911,0.15583350602668936,0.2856984384986876,0.31824454067720476,0.2648427476914266,0.6373097274793299,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.0020000000000000005,0.830041700343037,0.9501944250199088,0.786362657103176,0.8800920028696394,0.7152947878097409,30.7236056804657,50000.0,46.5,0.1274833547305873,0.045274419151508045,0.13319689925038394,0.11085380723016414,0.1534194158908052,0.19165166571274517,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.004000000000000001,0.9008101186681479,0.9719489629043221,0.8665103801964105,0.9481733308033489,0.7994588436342922,30.812633895874022,50000.0,46.5,0.04449707168673255,0.011258230856314154,0.04941572101847942,0.022992250218059732,0.07052742153221583,0.31339035090392126,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.008000000000000004,0.9225462577033815,0.9776766997987647,0.894818591199147,0.9563441470270007,0.8413842210196526,31.574772572517396,50000.0,46.5,0.021339737824112425,0.00375878505001863,0.025107772454245756,0.013648083060280262,0.03890824745978983,2.0469766510637957,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.016,0.9263471218236686,0.9804199555938059,0.9021501511024779,0.9480045279240997,0.8612076331529479,30.638023471832277,50000.0,46.5,0.016423342837512442,0.002189851318535059,0.0256460159516641,0.020238500002744728,0.03816058049000909,0.15557667086325405,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.03200000000000001,0.884411958508939,0.9794731215791603,0.8345199223350525,0.8555349158825403,0.8149530048419255,31.01701924800873,50000.0,46.5,0.043634650385943184,0.003981913584047678,0.06222742124181171,0.07266587478227271,0.05522147020156101,0.4206918095388132,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.06399999999999999,0.7353237346999605,0.9674223535452873,0.6785785063159473,0.590045489118131,0.8275704927371119,30.84714901447296,50000.0,46.5,0.06897888400871334,0.006766188000629829,0.05053197413179451,0.11627586332375912,0.061244901879748896,0.3104985352696337,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.128,0.6145621018627105,0.9549122029662701,0.6067606360333345,0.46565400935820794,0.8740244944460267,30.818659234046937,50000.0,46.5,0.04722085369113447,0.0054275829895481,0.021168564333721898,0.029269056378235563,0.022334070649192295,0.17061165124468622,0.0,3.0276503540974917
hd-sgd,shuttle,DAE,0.256,0.5539871798441386,0.9467013625021389,0.5769769283485096,0.42929132646505924,0.8812873825121048,31.604337668418886,50000.0,46.5,0.04117251335942541,0.005126781902663933,0.016932512233959786,0.020642114721284726,0.009103129436613113,2.05739028339454,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.001,0.4522156786589682,0.7310448976206212,0.4668928071594207,0.4589914953822397,0.7110509826260325,33.23079578876495,50000.0,46.5,0.37116172809406744,0.2942010556913753,0.3107733311258023,0.3662233232195617,0.24672616792346874,0.2543882213553912,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.0020000000000000005,0.60969640846214,0.8458973216816693,0.6097978515734234,0.6015175597097853,0.7855027057818285,33.20494222640991,50000.0,46.5,0.346722340886514,0.21303195444387132,0.29990850170433325,0.3610823148671699,0.13170143313094135,0.2850305385743253,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.004000000000000001,0.8091365029563299,0.9431692902712653,0.7720436367148955,0.8478850250882545,0.716405582455141,33.42001743316651,50000.0,46.5,0.17839104258081517,0.06464154731855752,0.17057193180198554,0.17698666616902842,0.17267307916917424,0.3688635771528818,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.008000000000000004,0.9092973086786043,0.9741756955092082,0.877657251603693,0.9582998783570889,0.8123041868413556,33.19162735939026,50000.0,46.5,0.04879387993570934,0.012367262654565616,0.05388587519511554,0.0171003753207387,0.08196349500050296,0.41704059295382795,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.016,0.936885841167495,0.9807910264614138,0.911596761096704,0.9667146635583498,0.8633437767017943,33.328739523887634,50000.0,46.5,0.01882998321183723,0.0033663203634707005,0.024349578356216324,0.010912004328890956,0.042211524720721476,0.3954176648085213,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.03200000000000001,0.9484501293122527,0.9833721910129384,0.9301482103461043,0.9684098502453671,0.8951011107946455,33.14037134647369,50000.0,46.5,0.008695238424067431,0.0014002160681865327,0.01416179448010976,0.01187683134060163,0.023211565839685273,0.26550048778626734,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.06399999999999999,0.9534660527760266,0.984923908004505,0.9413313515804962,0.9755392937227825,0.9095414411848477,33.94799158573151,50000.0,46.5,0.0046270654366584885,0.0007980016495251671,0.00946027826986638,0.006388609992030711,0.015157802395437984,1.254661989613962,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.128,0.9557795778794947,0.9858275149384472,0.949313651198878,0.981450306414918,0.9192537738536031,33.585399866104126,50000.0,46.5,0.003175390633256017,0.0005549762317516639,0.006365546841702902,0.007167779528782626,0.008405516347947742,0.9770500082100948,0.0,3.0276503540974917
hd-sgd,shuttle,PW-AE,0.256,0.9571558238952903,0.9862328939352791,0.9527063417096832,0.9810789635267223,0.9259470236399887,33.05317146778107,50000.0,46.5,0.0023826972104274238,0.00039923464572644545,0.005773215311983747,0.007572738762491453,0.0056487134835824845,0.17686627992941825,0.0,3.0276503540974917
sgd,covertype,AE,0.001,0.49843143488601765,0.9734470292658768,0.49427111272266416,0.6980625723960692,0.38985239852398523,15.95549280643463,50000.0,46.5,0.09650236934204562,0.009686834711605927,0.09261162191387019,0.13995887746184277,0.08797834407117748,0.15560365210546298,0.0,3.0276503540974917
sgd,covertype,AE,0.0020000000000000005,0.6189239846721569,0.9799028144048274,0.6112442350472749,0.7812965987006736,0.505350553505535,16.151321959495544,50000.0,46.5,0.07031732371728511,0.007362985190534497,0.0571329109694957,0.0640149615750197,0.06523386207491995,0.3416058952202074,0.0,3.0276503540974917
sgd,covertype,AE,0.004000000000000001,0.7112422763100985,0.985221916273512,0.6932957497414344,0.7907500872269311,0.6215867158671587,16.15589554309845,50000.0,46.5,0.0506411908502586,0.004880810554103573,0.04159838631316526,0.07312626485047456,0.0527577067330836,0.2517447733434756,0.0,3.0276503540974917
sgd,covertype,AE,0.008000000000000004,0.7557461951305242,0.988550350746744,0.722536232867064,0.778841899980019,0.6767527675276753,16.025138401985167,50000.0,46.5,0.04945769361369786,0.003643389233242961,0.04720085205782207,0.06390382145818592,0.05655917024210025,0.10400636347583622,0.0,3.0276503540974917
sgd,covertype,AE,0.016,0.7658806640920247,0.9910475681852535,0.7283141010400577,0.7621411204084232,0.7009225092250922,16.177871060371398,50000.0,46.5,0.06060670718968577,0.0027663238979117543,0.06347744055636181,0.06069499256368283,0.08216468354791703,0.16404827924168836,0.0,3.0276503540974917
sgd,covertype,AE,0.03200000000000001,0.738085138506005,0.9918753569132196,0.6984218215892126,0.7209302481605026,0.679889298892989,16.124672198295592,50000.0,46.5,0.056927017581148126,0.0025791871279053414,0.048604596424854325,0.06339190760997081,0.052367692423191226,0.2237702713293919,0.0,3.0276503540974917
sgd,covertype,AE,0.06399999999999999,0.7164607401489205,0.9895559190033245,0.6810210785104339,0.7113931251353205,0.6546125461254613,16.379958701133727,50000.0,46.5,0.04743204572935566,0.003419831958265376,0.03709035554778803,0.054148378261000406,0.03513402621209982,0.38860684478171936,0.0,3.0276503540974917
sgd,covertype,AE,0.128,0.7097832991159174,0.9870060720199583,0.6941613750604368,0.7377404425821599,0.6570110701107011,16.210493969917298,50000.0,46.5,0.04662593032837239,0.0037452031467781316,0.03546451085388053,0.02084054790724643,0.05358994345820499,0.27862904749408135,0.0,3.0276503540974917
sgd,covertype,AE,0.256,0.6592681779817625,0.9819526396768274,0.6606163031743609,0.7096296426145494,0.620110701107011,16.52732994556427,50000.0,46.5,0.055596327588826655,0.006853425733617097,0.04525879885599777,0.059575661402765115,0.047958256871554916,1.174318426547813,0.0,3.0276503540974917
sgd,covertype,DAE,0.001,0.514262241701454,0.976286126108865,0.5039915525511649,0.6988506768450028,0.3981549815498155,26.49884386062622,50000.0,46.5,0.0976544084947935,0.009043068826563975,0.09299326379778196,0.1334348647902251,0.08153320956898781,0.2391688230723353,0.0,3.0276503540974917
sgd,covertype,DAE,0.0020000000000000005,0.640424167275222,0.9834154410936321,0.6266656694307521,0.7970679679389655,0.518819188191882,26.342765736579896,50000.0,46.5,0.06945507436582421,0.006148043267240436,0.057807499185712964,0.06978548912057886,0.06271736106497333,0.25101706802295537,0.0,3.0276503540974917
sgd,covertype,DAE,0.004000000000000001,0.7446958090357503,0.9894028650646813,0.7180578761749443,0.825609484780468,0.638929889298893,26.458380246162413,50000.0,46.5,0.04742094640485377,0.003646772852995346,0.04279436377719755,0.06001756612738561,0.05812410077054066,0.3452339436147586,0.0,3.0276503540974917
sgd,covertype,DAE,0.008000000000000004,0.8006898710318909,0.9934621220226518,0.7620061106869531,0.8016151440939089,0.7284132841328413,26.95681474208832,50000.0,46.5,0.045423051556146884,0.0023486728162825693,0.04587077396066074,0.06420630500746213,0.049444352606092645,1.6951855947121912,0.0,3.0276503540974917
sgd,covertype,DAE,0.016,0.8282498983586741,0.9964913276149625,0.7769251619615892,0.7793667202991286,0.7760147601476015,26.478539633750916,50000.0,46.5,0.041722428203389776,0.0011525488877244757,0.03906496135241798,0.052804066194889775,0.038703388080311284,0.36525080853385733,0.0,3.0276503540974917
sgd,covertype,DAE,0.03200000000000001,0.8401987495995618,0.9977851944599756,0.7852259734209368,0.7584243881366749,0.8171586715867158,26.530753445625304,50000.0,46.5,0.03165442889083033,0.0004380326371549397,0.02603684073812566,0.05269924992805829,0.03183154437571358,0.3437830899594415,0.0,3.0276503540974917
sgd,covertype,DAE,0.06399999999999999,0.8225844791598986,0.9976980169838093,0.7759366558447975,0.7347286759014726,0.8228782287822879,26.652999472618102,50000.0,46.5,0.030480773163076805,0.00038291502481171025,0.02245383892366353,0.03032212473662415,0.026078001287963337,0.2567996073629174,0.0,3.0276503540974917
sgd,covertype,DAE,0.128,0.8049536027030675,0.997428993761004,0.7690700446051929,0.7188235755807579,0.8273062730627305,26.744809174537657,50000.0,46.5,0.027347060073242807,0.0004307739386367149,0.01736484689135623,0.02221697727107443,0.02038260653035904,0.2236009671852319,0.0,3.0276503540974917
sgd,covertype,DAE,0.256,0.8007992550832815,0.997198715254167,0.766809690689902,0.7485935160462277,0.7867158671586716,26.409112811088562,50000.0,46.5,0.034092283505026556,0.0006477300638318266,0.02237489774335973,0.030413950118769528,0.025964624456499406,0.23436425612985007,0.0,3.0276503540974917
sgd,covertype,PW-AE,0.001,0.4352544729866943,0.9625495761508628,0.43440435055598564,0.5536227308939969,0.3682656826568266,29.350991630554198,50000.0,46.5,0.09506533100586166,0.021097134848852568,0.07605584827086882,0.16854881751046671,0.0462540233761305,0.5296020148938416,0.0,3.0276503540974917
sgd,covertype,PW-AE,0.0020000000000000005,0.4706765894337108,0.9703783515149237,0.46647966028759597,0.6473955103311045,0.3706642066420664,29.306665086746214,50000.0,46.5,0.10371093124152246,0.011887151929172914,0.09980358344681475,0.17072720219925588,0.08013249294878079,0.2830593819661876,0.0,3.0276503540974917
sgd,covertype,PW-AE,0.004000000000000001,0.5886323178556452,0.977133768426123,0.5896974526580837,0.8073980935819473,0.4697416974169742,28.977715921401977,50000.0,46.5,0.08797806991810506,0.00952947264624846,0.0760009560386103,0.05235056571401879,0.08665347174656322,0.23868725443039082,0.0,3.0276503540974917
