optimizer_fn,dataset,model,lr,PR-AUC,ROC-AUC,Max F1,Max F1 Precision,Max F1 Recall,runtime,subsample,seed,PR-AUC_std,ROC-AUC_std,Max F1_std,Max F1 Precision_std,Max F1 Recall_std,runtime_std,subsample_std,seed_std
adam,covertype,PW-AE,0.004000000000000001,0.02959039287766722,0.7898950117427901,0.06626321971844044,0.039564168800032294,0.711070110701107,37.326161408424376,50000.0,46.5,0.014054324782581274,0.02519123379713634,0.017520630938092877,0.02484341103757856,0.21682817869105495,0.5244054614940641,0.0,3.0276503540974917
adam,covertype,PW-AE,0.008000000000000004,0.020222827043198135,0.7099538517828463,0.0458912125504169,0.03855104311342149,0.6086715867158672,37.894963359832765,50000.0,46.5,0.007482528398143902,0.031647077912264704,0.013305662361811871,0.04803795256948804,0.28161567444361313,3.035156313172223,0.0,3.0276503540974917
adam,covertype,PW-AE,0.016,0.017817878597367966,0.6861400160768562,0.04287692538310876,0.023447876654033563,0.5723247232472325,37.13933584690094,50000.0,46.5,0.005401915180509213,0.033426567495772316,0.013145498754684775,0.010845790596426987,0.15722713717733738,0.2807973701651302,0.0,3.0276503540974917
adam,covertype,PW-AE,0.03200000000000001,0.10999866836086399,0.8888508964854298,0.2077151319690488,0.1422777550378324,0.4481549815498155,37.15279052257538,50000.0,46.5,0.050622969288097834,0.03731074123110797,0.08111691619779415,0.06600637111404313,0.12219430890998755,0.25346651656321,0.0,3.0276503540974917
adam,covertype,PW-AE,0.06399999999999999,0.27741595208687964,0.930354310094114,0.44995947189924496,0.4515459481350509,0.4525830258302583,37.3421952009201,50000.0,46.5,0.07743276151725167,0.054592569318451814,0.07743880283808462,0.07960239162267264,0.08663098966488213,0.31495354120579566,0.0,3.0276503540974917
adam,covertype,PW-AE,0.128,0.3727437568416022,0.9389108414922557,0.4966914922217155,0.5418928457474632,0.4666051660516605,37.76412348747253,50000.0,46.5,0.1287831977383787,0.0478313894581245,0.07577396373893713,0.1159491594129691,0.07598475028298862,0.5166689354143367,0.0,3.0276503540974917
adam,covertype,PW-AE,0.256,0.4911689226113465,0.9416207295944122,0.5277377383412001,0.6765733304496574,0.44040590405904056,37.536161398887636,50000.0,46.5,0.12292077061506751,0.04067636556021528,0.10504001005471249,0.14563323490508406,0.10427954763947576,0.2707947889985002,0.0,3.0276503540974917
adam,creditcard,AE,0.001,0.14721391914516957,0.9640188064779857,0.2688378555340313,0.19842950796292502,0.4277027027027027,26.546308827400207,50000.0,46.5,0.016676701576145675,0.00281913898031389,0.018369732863861888,0.019846188394244423,0.060438466340725645,0.29042858933403315,0.0,3.0276503540974917
adam,creditcard,AE,0.0020000000000000005,0.128482764814503,0.9583332881545591,0.24192465598319507,0.17086672520989468,0.4216216216216216,26.454249882698058,50000.0,46.5,0.012192741748446536,0.0026167859779801707,0.013093862512163889,0.014436542389637892,0.04747927240739228,0.21156032012161197,0.0,3.0276503540974917
adam,creditcard,AE,0.004000000000000001,0.16817959990464132,0.9581304987086099,0.28640422282560785,0.22498509100139014,0.40405405405405403,26.555316710472106,50000.0,46.5,0.0106874228384867,0.003949861499116105,0.01595438788035442,0.02040711623858244,0.059571965632834636,0.2603564007350878,0.0,3.0276503540974917
adam,creditcard,AE,0.008000000000000004,0.1830070612669132,0.9643577286064046,0.30643384202308555,0.25536408470017735,0.3864864864864865,26.546368861198424,50000.0,46.5,0.01564214549378826,0.0026897436095936226,0.014984718279323671,0.02140624642747259,0.028274513200856232,0.48383724139669254,0.0,3.0276503540974917
adam,creditcard,AE,0.016,0.2132779669912424,0.9626926648826473,0.341041404615143,0.26993436126346393,0.4716216216216216,27.328401255607606,50000.0,46.5,0.012994232438025347,0.0030558113855832774,0.0171547458158137,0.025909704347947732,0.04922085902575762,1.9108882253834896,0.0,3.0276503540974917
adam,creditcard,AE,0.03200000000000001,0.15900588959428158,0.9432123951762079,0.26308026237357796,0.20219149965551636,0.39932432432432435,27.067820835113526,50000.0,46.5,0.023206165848924397,0.012747805515049553,0.025232235721276343,0.02849025511670769,0.0965819759483004,0.6254874563928564,0.0,3.0276503540974917
adam,creditcard,AE,0.06399999999999999,0.037273982615722304,0.884504294874992,0.10940666610391672,0.06354700672297461,0.49324324324324326,28.704335045814513,50000.0,46.5,0.013123839303475077,0.05912377551764976,0.02803495350238209,0.02001983590617366,0.13094091760133902,0.48920662242743784,0.0,3.0276503540974917
adam,creditcard,AE,0.128,0.39570158195557437,0.8905146124420176,0.4919910491358091,0.5241326163891384,0.4939189189189189,30.066034746170043,50000.0,46.5,0.16397346595057452,0.06337879805282513,0.14365172623096395,0.21071741682254355,0.07940267321850047,0.8212672109015429,0.0,3.0276503540974917
adam,creditcard,AE,0.256,0.5940873619772025,0.9231613955687212,0.6312056737588652,0.664179104477612,0.6013513513513513,30.32961149215698,50000.0,46.5,3.776751905394395e-05,1.6967020836752598e-06,0.0,0.0,0.0,0.36718927845002824,0.0,3.0276503540974917
adam,creditcard,DAE,0.001,0.38850265485164404,0.9790307418065582,0.4752905013078391,0.387723863239469,0.6182432432432432,37.18387153148651,50000.0,46.5,0.018149797511289884,0.0011108156010744786,0.009888728440769401,0.021571251469143696,0.03812232180137557,0.42770291327935067,0.0,3.0276503540974917
adam,creditcard,DAE,0.0020000000000000005,0.3061365695471455,0.9784114492411049,0.40346141694825255,0.32964417767954435,0.522972972972973,37.02599215507507,50000.0,46.5,0.03504591677129502,0.00141018559932266,0.031197626975593133,0.033717301542157345,0.037035684308278305,0.48268943081950966,0.0,3.0276503540974917
adam,creditcard,DAE,0.004000000000000001,0.26862749771558553,0.9764484360192658,0.3694531786151952,0.2890282185260774,0.518918918918919,37.29310555458069,50000.0,46.5,0.029952540501810083,0.0015673121826925319,0.02959124452712787,0.022541030720470506,0.07509158977517437,0.4094174690607619,0.0,3.0276503540974917
adam,creditcard,DAE,0.008000000000000004,0.23340233372937863,0.9706370722202584,0.3507572084769966,0.2759288492224941,0.4878378378378378,37.05511021614075,50000.0,46.5,0.0384274306636692,0.0027460870259998597,0.031867839238435926,0.03008895205854162,0.06288585139744599,0.40690386996510924,0.0,3.0276503540974917
adam,creditcard,DAE,0.016,0.2366971857224173,0.9553631316263708,0.3529976191285001,0.2831365776725904,0.48108108108108105,36.9545357465744,50000.0,46.5,0.041834102621016944,0.00661893545198883,0.03374936111937733,0.0417007050686331,0.06549369862585885,0.2862416873590757,0.0,3.0276503540974917
adam,creditcard,DAE,0.03200000000000001,0.2731756667850097,0.9495136143525376,0.36043434001489155,0.3206139254645054,0.42027027027027025,38.700406956672666,50000.0,46.5,0.05021700260954504,0.010958514647484046,0.046046328332763974,0.06263358654365961,0.04535926441504183,3.136547881671978,0.0,3.0276503540974917
adam,creditcard,DAE,0.06399999999999999,0.27625285910802166,0.9007831153186405,0.4573342462739299,0.4542230397991437,0.46756756756756757,39.662856864929196,50000.0,46.5,0.08835480128687646,0.040136765753921055,0.0737923314257111,0.09925288133347483,0.07013153317487772,0.6201271939467767,0.0,3.0276503540974917
adam,creditcard,DAE,0.128,0.4782114223112046,0.9137816043597156,0.5658900383390322,0.610260921046232,0.5378378378378378,40.86402630805969,50000.0,46.5,0.08549199949321991,0.02784519464967129,0.05451140798033548,0.10524623692973296,0.04484188419727863,0.6695943445547032,0.0,3.0276503540974917
adam,creditcard,DAE,0.256,0.5940873619772025,0.9231613955687212,0.6312056737588652,0.664179104477612,0.6013513513513513,41.97160203456879,50000.0,46.5,3.776751905394395e-05,1.6967020836752598e-06,0.0,0.0,0.0,0.36087913092966634,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.001,0.52676410859088,0.9779219327045894,0.5335561032031935,0.6051804448506531,0.4797297297297297,39.526791620254514,50000.0,46.5,0.018641660569106707,0.0025380180414319668,0.010300060410999675,0.037763556845977174,0.028842901970418208,0.6697801121171865,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.0020000000000000005,0.4318132738805073,0.9608950601889701,0.46809724696161437,0.5838922155743317,0.40472972972972976,40.57391846179962,50000.0,46.5,0.07909106612762279,0.026723518391581064,0.04804632405915425,0.07234816804842696,0.07991211896557605,2.8683367443983783,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.004000000000000001,0.23823149881793534,0.9032487378857634,0.34032360566068476,0.40080829028113074,0.31013513513513513,39.638439130783084,50000.0,46.5,0.06326340358231518,0.0638865162874262,0.0596675670693834,0.07075920873424744,0.09123428805519647,0.6808523939048212,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.008000000000000004,0.1310584081952089,0.906686752246108,0.23305894014276562,0.2902248147639893,0.2175675675675676,39.39634540081024,50000.0,46.5,0.04790565547491109,0.026763466773907636,0.05790925407699207,0.10246330441765995,0.036843432516537884,0.40100965226217306,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.016,0.05003195956395925,0.8748112656707097,0.13787675926219473,0.1047150846860411,0.28243243243243243,41.130742692947386,50000.0,46.5,0.01817730543443282,0.03391205153695281,0.039163432222457314,0.03278956618194579,0.1811852597995734,0.4269024795665883,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.03200000000000001,0.10174266018151776,0.9115680793527219,0.2760203293816973,0.18423118828265966,0.5648648648648649,41.71715774536133,50000.0,46.5,0.030161932995850873,0.026748107552493763,0.052543530770048606,0.03881462303743802,0.09854472291180848,0.43145922657477376,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.06399999999999999,0.2752646185473865,0.908118896799391,0.4408772141088429,0.4186074137253392,0.5027027027027027,42.79447412490845,50000.0,46.5,0.12652859582210774,0.034874509792199124,0.09287415832421782,0.14691880628285714,0.07625794866237652,0.6637815750128134,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.128,0.40171543338027815,0.889133334670625,0.510971677288802,0.5705179795376714,0.47094594594594597,44.98786647319794,50000.0,46.5,0.14357267860483014,0.049383015544087805,0.11859981766820474,0.14802324494407293,0.1127049171256083,3.205708308233345,0.0,3.0276503540974917
adam,creditcard,PW-AE,0.256,0.5940873619772025,0.9231613955687212,0.6312056737588652,0.664179104477612,0.6013513513513513,44.29784753322601,50000.0,46.5,3.776751905394395e-05,1.6967020836752598e-06,0.0,0.0,0.0,0.30359051833722356,0.0,3.0276503540974917
adam,shuttle,AE,0.001,0.4811686256165834,0.8702497411379767,0.5125993458178859,0.5455360219949503,0.48447735687838217,23.53978600502014,50000.0,46.5,0.05532658007122921,0.02656769086519057,0.04720243486115484,0.059519392399874686,0.04325918425033139,0.23373249515208377,0.0,3.0276503540974917
adam,shuttle,AE,0.0020000000000000005,0.44283822055002603,0.8501618257055565,0.4818594315431436,0.506054029916714,0.46183423526060946,24.180345678329466,50000.0,46.5,0.04431803055883259,0.023488440111837768,0.0398032820532916,0.04682850042338305,0.04613195794991171,2.2612149406906363,0.0,3.0276503540974917
adam,shuttle,AE,0.004000000000000001,0.4046846694895,0.8374192694312214,0.4498416164260014,0.44451110671426497,0.45858729706636286,23.592225217819212,50000.0,46.5,0.027524350535688427,0.013923122022457922,0.025514242709789223,0.03921604881142252,0.03498588334835915,0.2708609600729568,0.0,3.0276503540974917
adam,shuttle,AE,0.008000000000000004,0.3735953400197375,0.8267624344835067,0.4185481773873089,0.4151371361073398,0.42386784391911136,23.568104887008666,50000.0,46.5,0.02029873121002164,0.009029982445373556,0.014529771550040435,0.029933680159906165,0.017810649725651082,0.24587900840929935,0.0,3.0276503540974917
adam,shuttle,AE,0.016,0.3787530814522214,0.8242864198401566,0.418031042940997,0.4125791725529898,0.42600398746795787,23.50102081298828,50000.0,46.5,0.004847580671698777,0.004458999111452791,0.00848029529798191,0.022814246954117018,0.026468282832809425,0.14119427890218073,0.0,3.0276503540974917
adam,shuttle,AE,0.03200000000000001,0.43784097135271194,0.8544759353443434,0.46134174793632354,0.4633200344773914,0.4613785246368556,23.458062529563904,50000.0,46.5,0.04053263699162745,0.013314661181861713,0.028230105616912075,0.04340916732216766,0.02784581952410435,0.1814085507286493,0.0,3.0276503540974917
adam,shuttle,AE,0.06399999999999999,0.33555336781535194,0.7637850614291768,0.40222779185977775,0.38746743154164165,0.4389347764169752,23.60524673461914,50000.0,46.5,0.1299877311041069,0.1785676822098802,0.13988270827490454,0.127816649683371,0.15842496676707418,0.3128033696384483,0.0,3.0276503540974917
adam,shuttle,AE,0.128,0.28133002925549594,0.44992501645366917,0.4026968056323744,0.4764191150362468,0.5551125035602393,24.698641347885133,50000.0,46.5,0.2268292061932128,0.298098329241966,0.2433767154011446,0.2612151540601962,0.3456503717155542,2.2163299522360056,0.0,3.0276503540974917
adam,shuttle,AE,0.256,0.37232867396515124,0.4621574643101674,0.4545665664675661,0.48708964005784045,0.7758758188550271,23.838113164901735,50000.0,46.5,0.357526587032493,0.38539717048163785,0.3453582652458337,0.3822991424437774,0.30522211080776335,0.1961793914097218,0.0,3.0276503540974917
adam,shuttle,DAE,0.001,0.5643353279696699,0.948058895644744,0.5748392170308526,0.43311425347147914,0.858273996012532,34.542930603027344,50000.0,46.5,0.04730730121870796,0.006278243240539173,0.019979120712627894,0.027539492278514176,0.02240665734831432,2.7806308150273806,0.0,3.0276503540974917
adam,shuttle,DAE,0.0020000000000000005,0.5586089259319237,0.9470687527012238,0.5657645688739574,0.4295515573824928,0.8310452862432355,33.88777804374695,50000.0,46.5,0.03343983066084128,0.004931476211958144,0.016798728925981162,0.021745833056319913,0.025686693443301992,0.5405169666309785,0.0,3.0276503540974917
adam,shuttle,DAE,0.004000000000000001,0.5476744450508864,0.9447007826422096,0.5574703407592182,0.42462560853531767,0.8137282825405867,33.76235253810883,50000.0,46.5,0.03141735626042613,0.004276604930509926,0.015440231761136056,0.021070267001768776,0.022430298413212413,0.23325089403336793,0.0,3.0276503540974917
adam,shuttle,DAE,0.008000000000000004,0.5606753941413533,0.9415152449466471,0.5525043381815914,0.44271931455519925,0.7360296211905439,33.921768283843996,50000.0,46.5,0.028928931646765778,0.003331863781524554,0.011134570317476814,0.01652322586238227,0.02185338150429112,0.43969317268587976,0.0,3.0276503540974917
adam,shuttle,DAE,0.016,0.6028054013743404,0.9338897988475603,0.5744794630830884,0.5510433404057,0.6035602392480774,33.73466489315033,50000.0,46.5,0.03606916390399785,0.0069279456123759455,0.025213929903337488,0.0475642966158481,0.0295984967365702,0.4206613162779263,0.0,3.0276503540974917
adam,shuttle,DAE,0.03200000000000001,0.5758198452862768,0.917131753175456,0.5555511350871566,0.5274987830831019,0.5892623184277983,33.6121645450592,50000.0,46.5,0.04831215007464485,0.009714004168347582,0.03710541486887312,0.05574932075129292,0.023318264335201136,0.1642421756117263,0.0,3.0276503540974917
adam,shuttle,DAE,0.06399999999999999,0.5937897181542825,0.9038679540080257,0.6372502405562595,0.6174824190192497,0.6667900882939334,33.75673854351044,50000.0,46.5,0.10717583251623264,0.03440218779958835,0.11047617592944695,0.10398215193980945,0.1397089704873741,0.3585019077499986,0.0,3.0276503540974917
adam,shuttle,DAE,0.128,0.42882686068485276,0.6380096921480349,0.5229683692652685,0.5225515256396347,0.6350327542010823,34.1505870103836,50000.0,46.5,0.25514200069804693,0.32783460075922527,0.25648469574601984,0.20332704325690934,0.3106013103299012,0.31616493147896413,0.0,3.0276503540974917
adam,shuttle,DAE,0.256,0.43120408641123625,0.5796354577423952,0.523581178096807,0.6879494402061361,0.47297066362859586,35.19682626724243,50000.0,46.5,0.22928255128658334,0.2772132531885342,0.20790139526763338,0.12778235022898,0.27622716350335813,2.767754325950035,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.001,0.9530923517297569,0.9861177110657839,0.9467010637190738,0.9847766737429756,0.9114782113358018,36.21375892162323,50000.0,46.5,0.000999510310627446,0.0002470431762326149,0.0031072505247636047,0.002927501981765311,0.005365227916057897,0.34952380302036634,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.0020000000000000005,0.9139362363281165,0.9818119793058333,0.9103071328258207,0.9184326716181079,0.9029051552264311,36.05294010639191,50000.0,46.5,0.0877717102649765,0.012475295629959424,0.09840706317715295,0.11307263966298513,0.08277288833934726,0.23486005461988518,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.004000000000000001,0.7658560531900245,0.9558468778415297,0.7647060955185432,0.7853385711221257,0.7520649387638849,36.14676213264465,50000.0,46.5,0.1876232758947223,0.03781479710067048,0.18093148024288713,0.2200768869583358,0.1422508847215941,0.3152094122157064,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.008000000000000004,0.8900198162621207,0.9779949417330366,0.8655546033632533,0.9036309604475997,0.8309883224152663,36.181283593177795,50000.0,46.5,0.026890936371954655,0.006101873985959719,0.046511705845820414,0.042294474866543336,0.05295529213671804,0.3285889499755389,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.016,0.8226131578883233,0.9566311695105242,0.8239613219339011,0.8658368012009271,0.791455425804614,37.00693731307983,50000.0,46.5,0.08601010426656808,0.035672734590839215,0.06824813924081029,0.07970495635144995,0.0835311732603105,2.89018742434874,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.03200000000000001,0.6273986875532513,0.8338863749698646,0.6853405311203133,0.7460449033593631,0.6509541441184847,36.182676553726196,50000.0,46.5,0.2463642488354468,0.20419272412937273,0.2270516352298208,0.19943305227589167,0.24759841291035295,0.37286829632228197,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.06399999999999999,0.42380146182451883,0.6127848336663346,0.5363787196406026,0.5944640880615166,0.6677584733694104,36.46555390357971,50000.0,46.5,0.30742702757858015,0.30634422841223374,0.3089960241425507,0.3214938858277467,0.30593268233218107,0.43513073028871246,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.128,0.23474882422986224,0.37076370766617334,0.3171682968836328,0.574353402734856,0.3382512104813443,36.54072182178497,50000.0,46.5,0.20777226923097886,0.24514076531895854,0.20619105769396345,0.2576749744821145,0.324870941943798,0.3850559587923967,0.0,3.0276503540974917
adam,shuttle,PW-AE,0.256,0.21601852145977615,0.34295699111027644,0.29270007476626503,0.37300435516371266,0.6308743947593278,36.503093242645264,50000.0,46.5,0.26065008053733335,0.31343257550564224,0.27096589380758906,0.35228881475865986,0.3975533355155195,0.29771371377479583,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.001,0.500124127360095,0.9734807266488291,0.4963305656289966,0.6740666585571268,0.39926199261992623,25.797891354560853,50000.0,46.5,0.09656111224624654,0.009635832335085165,0.09200736306706404,0.1531048049060376,0.08010298695509883,2.6404749722180547,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.0020000000000000005,0.6199915628547947,0.9799397237269716,0.6123672033416021,0.7719869499610995,0.511070110701107,25.522437405586242,50000.0,46.5,0.06981427323758008,0.00734603441485143,0.056944823234857854,0.06679941507770948,0.06518484970349867,2.623372158835288,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.004000000000000001,0.7114084344613208,0.9852298174200959,0.6935643608371216,0.793294352021454,0.6206642066420665,25.89899311065674,50000.0,46.5,0.05060222210695851,0.004877892832816264,0.0415135837426352,0.07469930167244479,0.053120299557159155,3.8795089998154286,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.008000000000000004,0.7557702552039427,0.9885526002233211,0.722575303485128,0.7786582138031821,0.6769372693726937,27.528424167633055,50000.0,46.5,0.049452526191936866,0.0036432110900423325,0.04727970121480933,0.06350513834851955,0.05675710466149991,2.7480408028440655,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.016,0.765863289846661,0.9910477136737885,0.7283308982349261,0.7633348332376501,0.7001845018450185,25.418626451492308,50000.0,46.5,0.06060139105756883,0.002766163444340754,0.06346332782394849,0.06074570227303486,0.08303835721632412,2.8610913080684046,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.03200000000000001,0.7380839919122498,0.9918753196084673,0.6984218215892126,0.7209302481605026,0.679889298892989,21.115747117996214,50000.0,46.5,0.05692628887697826,0.00257909463173325,0.048604596424854325,0.06339190760997081,0.052367692423191226,0.2449024320213967,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.06399999999999999,0.7164607401489205,0.9895559190033245,0.6810210785104339,0.7113931251353205,0.6546125461254613,21.28125467300415,50000.0,46.5,0.04743204572935566,0.003419831958265376,0.03709035554778803,0.054148378261000406,0.03513402621209982,0.3042782677340512,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.128,0.7097832991159174,0.9870060720199583,0.6941613750604368,0.7377404425821599,0.6570110701107011,21.62058186531067,50000.0,46.5,0.04662593032837239,0.0037452031467781316,0.03546451085388053,0.02084054790724643,0.05358994345820499,0.9556266642545181,0.0,3.0276503540974917
hd-sgd,covertype,AE,0.256,0.6592681779817625,0.9819526396768274,0.6606163031743609,0.7096296426145494,0.620110701107011,21.18763225078583,50000.0,46.5,0.055596327588826655,0.006853425733617097,0.04525879885599777,0.059575661402765115,0.047958256871554916,0.226582682126158,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.001,0.5161409792011129,0.9763723112786143,0.5062893682910589,0.6986898917264496,0.4014760147601476,31.728683853149413,50000.0,46.5,0.09765456880392084,0.008964638410516798,0.09293326490096165,0.1361586719002073,0.0824530375995229,0.4635564902434881,0.0,3.0276503540974917
hd-sgd,covertype,DAE,0.0020000000000000005,0.6416808654191103,0.9834734387923765,0.6277484940529139,0.7996505305630325,0.5193726937269373,31.6945641040802,50000.0,46.5,0.06897789486611719,0.006127645063313356,0.05672079237142822,0.06779260766580306,0.06292477733497433,0.2215335964928322,0.0,3.0276503540974917
